,Date,Unnamed: 0,Network,Profile,Audience,Net Audience Growth,Audience Gained,Sent Messages (Total),Published Posts (Total),Received Messages (Total),Impressions,Video Views,Engagements,Engagement Rate (per Impression),Reactions,Comments,Shares,Post Link Clicks,Saves,Other Post Clicks,Sent Posts (Facebook),Sent Posts (Instagram),Sent Stories (Instagram),Sent Reels (Instagram),Sent Comments (Instagram),Sent Videos (TikTok),Received Comments (Facebook),Received Ad Comments (Facebook),Received Comments (Instagram),Received Mentions (Instagram),Received Media Tags (Instagram),Received Comments (TikTok),Website Traffic,new_ig_followers,new_fb_page_likes,instagram_reach,facebook_reach
539,2022-12-11,941,TikTok,theunseenbeautyuk,"2,125",10.0,,0,0,2,,676,31,,29,2.0,0.0,,,,,,,,,0.0,,,,,,2.0,541,35,0,10151,6819
540,2022-12-12,942,Facebook,T H E U N S E E N Beauty,"10,348",0.0,0.0,0,0,3,"8,451","6,181",264,3.12%,6,1.0,0.0,85.0,,172,,,,,,,,1.0,,,,,502,46,0,7506,8132
541,2022-12-12,943,Instagram,theunseenbeauty,"28,683",28.0,46.0,3,3,8,"13,133",596,391,2.98%,327,5.0,0.0,,59.0,,,1.0,2.0,,,,,,1.0,7.0,,,502,46,0,7506,8132
542,2022-12-12,944,TikTok,theunseenbeautyuk,"2,134",9.0,,0,0,1,,743,34,,31,2.0,1.0,,,,,,,,,0.0,,,,,,1.0,502,46,0,7506,8132
543,2022-12-13,945,Facebook,T H E U N S E E N Beauty,"10,348",0.0,0.0,2,2,0,"3,755","3,889",188,5.01%,0,0.0,2.0,67.0,,119,,,,,,,,,,,,,572,41,0,7253,3434
544,2022-12-13,946,Instagram,theunseenbeauty,"28,712",29.0,41.0,5,4,10,"10,737",451,374,3.48%,315,4.0,0.0,,55.0,,,1.0,3.0,,1.0,,,,1.0,9.0,,,572,41,0,7253,3434
545,2022-12-13,947,TikTok,theunseenbeautyuk,"2,136",2.0,,0,0,0,,290,5,,5,0.0,0.0,,,,,,,,,0.0,,,,,,,572,41,0,7253,3434
546,2022-12-14,948,Facebook,T H E U N S E E N Beauty,"10,349",0.0,0.0,1,1,1,"3,283","3,523",346,10.54%,2,1.0,0.0,74.0,,269,1.0,,,,,,,1.0,,,,,461,23,0,8454,2993
547,2022-12-14,949,Instagram,theunseenbeauty,"28,724",12.0,23.0,5,4,9,"12,343","1,243",282,2.28%,255,3.0,0.0,,24.0,,,,3.0,1.0,1.0,,,,3.0,4.0,2.0,,461,23,0,8454,2993
548,2022-12-14,950,TikTok,theunseenbeautyuk,"2,141",5.0,,0,0,0,,227,18,,18,0.0,0.0,,,,,,,,,0.0,,,,,,,461,23,0,8454,2993
549,2022-12-15,951,Facebook,T H E U N S E E N Beauty,"10,349",1.0,1.0,1,1,0,"2,888","3,477",144,4.99%,0,0.0,0.0,53.0,,91,1.0,,,,,,,,,,,,451,14,1,8544,2587
550,2022-12-15,952,Instagram,theunseenbeauty,"28,726",2.0,14.0,4,3,14,"12,133","1,797",409,3.37%,368,8.0,1.0,,32.0,,,1.0,2.0,,1.0,,,,6.0,7.0,1.0,,451,14,1,8544,2587
551,2022-12-15,953,TikTok,theunseenbeautyuk,"2,147",6.0,,0,0,0,,283,14,,14,0.0,0.0,,,,,,,,,0.0,,,,,,,451,14,1,8544,2587
552,2022-12-16,954,Facebook,T H E U N S E E N Beauty,"10,349",0.0,0.0,1,1,1,"3,125","3,384",179,5.73%,0,1.0,1.0,58.0,,119,1.0,,,,,,,1.0,,,,,412,20,0,7065,2776
553,2022-12-16,955,Instagram,theunseenbeauty,"28,733",7.0,20.0,2,1,4,"9,120","1,086",219,2.4%,162,1.0,0.0,,56.0,,,,1.0,,1.0,,,,,2.0,2.0,,412,20,0,7065,2776
554,2022-12-16,956,TikTok,theunseenbeautyuk,"2,152",5.0,,0,0,0,,166,8,,7,0.0,1.0,,,,,,,,,0.0,,,,,,,412,20,0,7065,2776
555,2022-12-17,957,Facebook,T H E U N S E E N Beauty,"10,349",0.0,0.0,1,1,2,"3,168","3,929",269,8.49%,2,2.0,0.0,65.0,,200,1.0,,,,,,,2.0,,,,,361,79,0,8331,2803
556,2022-12-17,958,Instagram,theunseenbeauty,"28,799",66.0,79.0,2,1,9,"11,300",360,45,0.4%,41,1.0,0.0,,3.0,,,1.0,,,1.0,,,,2.0,7.0,,,361,79,0,8331,2803
557,2022-12-17,959,TikTok,theunseenbeautyuk,"2,157",5.0,,0,0,0,,244,15,,9,0.0,6.0,,,,,,,,,0.0,,,,,,,361,79,0,8331,2803
558,2022-12-18,960,Facebook,T H E U N S E E N Beauty,"10,350",0.0,0.0,1,1,1,"4,960","4,529",243,4.9%,3,1.0,0.0,66.0,,173,1.0,,,,,,,1.0,,,,,302,17,0,7643,4597
559,2022-12-18,961,Instagram,theunseenbeauty,"28,798",-1.0,17.0,7,6,6,"10,419",487,166,1.59%,126,3.0,0.0,,37.0,,,1.0,5.0,,1.0,,,,2.0,4.0,,,302,17,0,7643,4597
560,2022-12-18,962,TikTok,theunseenbeautyuk,"2,163",6.0,,0,0,0,,253,12,,12,0.0,0.0,,,,,,,,,0.0,,,,,,,302,17,0,7643,4597
561,2022-12-19,963,Facebook,T H E U N S E E N Beauty,"10,351",1.0,1.0,1,1,1,"5,603","4,257",228,4.07%,2,0.0,0.0,94.0,,132,1.0,,,,,,,,,,,,366,20,1,7075,5225
562,2022-12-19,964,Instagram,theunseenbeauty,"28,803",5.0,20.0,6,4,4,"10,283",155,192,1.87%,166,5.0,0.0,,21.0,,,3.0,1.0,,2.0,,,,3.0,1.0,,,366,20,1,7075,5225
563,2022-12-19,965,TikTok,theunseenbeautyuk,"2,163",0.0,,0,0,0,,204,10,,8,0.0,2.0,,,,,,,,,0.0,,,,,,,366,20,1,7075,5225
564,2022-12-20,966,Facebook,T H E U N S E E N Beauty,"10,351",0.0,0.0,1,1,0,"7,221","4,717",281,3.89%,1,0.0,0.0,60.0,,220,1.0,,,,,,,,,,,,410,56,0,6139,6621
565,2022-12-20,967,Instagram,theunseenbeauty,"28,839",36.0,56.0,4,3,8,"9,969",423,272,2.73%,233,4.0,0.0,,35.0,,,1.0,2.0,,1.0,,,,3.0,4.0,1.0,,410,56,0,6139,6621
566,2022-12-20,968,TikTok,theunseenbeautyuk,"2,166",3.0,,0,0,0,,141,2,,2,0.0,0.0,,,,,,,,,0.0,,,,,,,410,56,0,6139,6621
567,2022-12-21,969,Facebook,T H E U N S E E N Beauty,"10,349",-1.0,0.0,1,1,1,"7,583","4,526",248,3.27%,3,0.0,0.0,62.0,,183,,,,,,,,1.0,,,,,429,44,0,6331,7132
568,2022-12-21,970,Instagram,theunseenbeauty,"28,867",28.0,44.0,2,2,7,"9,589",181,91,0.95%,79,2.0,0.0,,10.0,,,,1.0,1.0,,,,,4.0,1.0,2.0,,429,44,0,6331,7132
569,2022-12-21,971,TikTok,theunseenbeautyuk,"2,169",3.0,,2,2,0,,464,14,,14,0.0,0.0,,,,,,,,,2.0,,,,,,,429,44,0,6331,7132
570,2022-12-22,972,Facebook,T H E U N S E E N Beauty,"10,349",0.0,0.0,2,2,0,"6,729","4,629",197,2.93%,1,0.0,0.0,80.0,,116,2.0,,,,,,,,,,,,504,33,0,6172,6193
571,2022-12-22,973,Instagram,theunseenbeauty,"28,894",27.0,33.0,4,2,6,"9,379","1,786",203,2.16%,170,6.0,1.0,,26.0,,,1.0,1.0,,2.0,,,,,4.0,2.0,,504,33,0,6172,6193
572,2022-12-22,974,TikTok,theunseenbeautyuk,"2,179",10.0,,0,0,0,,569,16,,16,0.0,0.0,,,,,,,,,0.0,,,,,,,504,33,0,6172,6193
573,2022-12-23,975,Facebook,T H E U N S E E N Beauty,"10,349",0.0,0.0,4,1,0,"5,525","4,334",147,2.66%,4,3.0,0.0,51.0,,89,1.0,,,,,,,,,,,,421,31,0,8162,5189
574,2022-12-23,976,Instagram,theunseenbeauty,"28,909",15.0,31.0,5,4,6,"11,933",559,129,1.08%,104,3.0,0.0,,22.0,,,1.0,3.0,,1.0,,,,4.0,2.0,,,421,31,0,8162,5189
575,2022-12-23,977,TikTok,theunseenbeautyuk,"2,190",11.0,,2,2,2,,"1,151",56,,53,3.0,0.0,,,,,,,,,2.0,,,,,,2.0,421,31,0,8162,5189
576,2022-12-24,978,Facebook,T H E U N S E E N Beauty,"10,348",0.0,0.0,1,1,0,"5,665","4,738",231,4.08%,2,0.0,0.0,51.0,,178,1.0,,,,,,,,,,,,305,29,0,12416,5125
577,2022-12-24,979,Instagram,theunseenbeauty,"28,923",14.0,29.0,5,4,0,"15,844",220,203,1.28%,188,3.0,0.0,,12.0,,,,3.0,1.0,1.0,,,,,,,,305,29,0,12416,5125
578,2022-12-24,980,TikTok,theunseenbeautyuk,"2,194",4.0,,0,0,1,,570,40,,33,1.0,6.0,,,,,,,,,0.0,,,,,,1.0,305,29,0,12416,5125
579,2022-12-25,981,Facebook,T H E U N S E E N Beauty,"10,347",0.0,1.0,1,1,0,"7,926","5,321",242,3.05%,1,0.0,0.0,47.0,,194,1.0,,,,,,,,,,,,301,16,1,12670,7412
580,2022-12-25,982,Instagram,theunseenbeauty,"28,934",11.0,16.0,3,2,4,"16,032","4,928",235,1.47%,213,2.0,2.0,,18.0,,,,1.0,1.0,1.0,,,,2.0,2.0,,,301,16,1,12670,7412
581,2022-12-25,983,TikTok,theunseenbeautyuk,"2,197",3.0,,0,0,0,,279,21,,21,0.0,0.0,,,,,,,,,0.0,,,,,,,301,16,1,12670,7412
582,2022-12-26,984,Facebook,T H E U N S E E N Beauty,"10,346",-1.0,0.0,1,1,0,"8,797","5,506",272,3.09%,5,0.0,0.0,63.0,,204,1.0,,,,,,,,,,,,300,20,0,10556,8070
583,2022-12-26,985,Instagram,theunseenbeauty,"28,943",9.0,20.0,2,1,2,"13,862","2,815",119,0.86%,109,2.0,0.0,,8.0,,,,,1.0,1.0,,,,,1.0,1.0,,300,20,0,10556,8070
584,2022-12-26,986,TikTok,theunseenbeautyuk,"2,203",6.0,,0,0,0,,406,14,,14,0.0,0.0,,,,,,,,,0.0,,,,,,,300,20,0,10556,8070
585,2022-12-27,987,Facebook,T H E U N S E E N Beauty,"10,346",0.0,0.0,1,1,0,"10,584","5,824",288,2.72%,4,0.0,1.0,66.0,,217,1.0,,,,,,,,,,,,351,27,0,10524,10074
586,2022-12-27,988,Instagram,theunseenbeauty,"28,950",7.0,27.0,4,3,5,"15,798","1,888",75,0.47%,59,1.0,0.0,,15.0,,,1.0,2.0,,1.0,,,,2.0,3.0,,,351,27,0,10524,10074
587,2022-12-27,989,TikTok,theunseenbeautyuk,"2,207",4.0,,0,0,0,,277,3,,2,0.0,1.0,,,,,,,,,0.0,,,,,,,351,27,0,10524,10074
588,2022-12-28,990,Facebook,T H E U N S E E N Beauty,"10,344",-1.0,0.0,1,1,0,"9,535","5,650",268,2.81%,4,0.0,0.0,59.0,,205,1.0,,,,,,,,,,,,333,29,0,12607,9010
589,2022-12-28,991,Instagram,theunseenbeauty,"28,962",12.0,29.0,4,2,12,"17,189",738,496,2.89%,422,11.0,0.0,,63.0,,,1.0,,1.0,2.0,,,,9.0,2.0,1.0,,333,29,0,12607,9010
590,2022-12-28,992,TikTok,theunseenbeautyuk,"2,211",4.0,,0,0,0,,242,10,,9,0.0,1.0,,,,,,,,,0.0,,,,,,,333,29,0,12607,9010
591,2022-12-29,993,Facebook,T H E U N S E E N Beauty,"10,344",0.0,0.0,1,1,1,"7,811","5,628",231,2.96%,1,0.0,0.0,52.0,,178,1.0,,,,,,,1.0,,,,,406,18,0,11415,7137
592,2022-12-29,994,Instagram,theunseenbeauty,"28,971",9.0,18.0,4,3,2,"15,370",277,434,2.82%,363,3.0,0.0,,68.0,,,1.0,2.0,,1.0,,,,,1.0,1.0,,406,18,0,11415,7137
593,2022-12-29,995,TikTok,theunseenbeautyuk,"2,226",15.0,,0,0,0,,710,34,,29,0.0,5.0,,,,,,,,,0.0,,,,,,,406,18,0,11415,7137
594,2022-12-30,996,Facebook,T H E U N S E E N Beauty,"10,344",0.0,0.0,1,1,1,"7,232","5,816",267,3.69%,2,0.0,0.0,55.0,,210,1.0,,,,,,,,,,,,373,64,0,12115,6810
595,2022-12-30,997,Instagram,theunseenbeauty,"29,017",46.0,64.0,7,6,4,"17,294",166,234,1.35%,188,1.0,0.0,,45.0,,,2.0,4.0,,1.0,,,,,2.0,2.0,,373,64,0,12115,6810
596,2022-12-30,998,TikTok,theunseenbeautyuk,"2,239",13.0,,0,0,0,,492,12,,12,0.0,0.0,,,,,,,,,0.0,,,,,,,373,64,0,12115,6810
597,2022-12-31,999,Facebook,T H E U N S E E N Beauty,"10,344",0.0,0.0,0,0,0,"9,262","6,614",182,1.97%,0,0.0,0.0,54.0,,128,,,,,,,,,,,,,965,51,0,14882,8775
598,2022-12-31,1000,Instagram,theunseenbeauty,"29,061",44.0,51.0,6,5,32,"20,272",338,119,0.59%,77,1.0,0.0,,41.0,,,1.0,4.0,,1.0,,,,27.0,3.0,2.0,,965,51,0,14882,8775
599,2022-12-31,1001,TikTok,theunseenbeautyuk,"2,298",59.0,,0,0,0,,"1,914",59,,56,0.0,3.0,,,,,,,,,0.0,,,,,,,965,51,0,14882,8775
600,2023-01-01,1002,Facebook,T H E U N S E E N Beauty,"10,343",0.0,0.0,1,1,0,"12,354","8,137",269,2.18%,1,0.0,0.0,83.0,,185,1.0,,,,,,,,,,,,444,44,0,14858,11508
601,2023-01-01,1003,Instagram,theunseenbeauty,"29,088",27.0,44.0,5,4,17,"20,617",301,200,0.97%,142,29.0,0.0,,29.0,,,,3.0,1.0,1.0,,,,13.0,2.0,2.0,,444,44,0,14858,11508
602,2023-01-01,1004,TikTok,theunseenbeautyuk,"2,301",3.0,,0,0,1,,288,11,,9,1.0,1.0,,,,,,,,,0.0,,,,,,1.0,444,44,0,14858,11508
603,2023-01-02,1005,Facebook,T H E U N S E E N Beauty,"10,343",0.0,0.0,1,1,0,"14,000","8,602",231,1.65%,0,0.0,0.0,77.0,,154,1.0,,,,,,,,,,,,568,71,0,17185,12832
604,2023-01-02,1006,Instagram,theunseenbeauty,"29,140",52.0,71.0,3,2,20,"23,886","1,009",86,0.36%,57,11.0,0.0,,18.0,,,1.0,1.0,,1.0,,,,18.0,1.0,1.0,,568,71,0,17185,12832
605,2023-01-02,1007,TikTok,theunseenbeautyuk,"2,307",6.0,,0,0,0,,324,19,,19,0.0,0.0,,,,,,,,,0.0,,,,,,,568,71,0,17185,12832
606,2023-01-03,1008,Facebook,T H E U N S E E N Beauty,"10,343",0.0,0.0,1,1,0,"10,554","7,158",181,1.71%,3,0.0,0.0,63.0,,115,1.0,,,,,,,,,,,,474,55,0,14056,9935
607,2023-01-03,1009,Instagram,theunseenbeauty,"29,179",39.0,55.0,8,6,5,"19,869",445,444,2.23%,373,19.0,0.0,,52.0,,,1.0,5.0,,2.0,,,,4.0,,1.0,,474,55,0,14056,9935
608,2023-01-03,1010,TikTok,theunseenbeautyuk,"2,310",3.0,,0,0,0,,326,18,,15,0.0,3.0,,,,,,,,,0.0,,,,,,,474,55,0,14056,9935
609,2023-01-04,1011,Facebook,T H E U N S E E N Beauty,"10,346",3.0,3.0,1,1,3,"11,870","7,285",390,3.29%,17,3.0,1.0,141.0,,228,,,,,,,,3.0,,,,,456,51,3,11974,10657
610,2023-01-04,1012,Instagram,theunseenbeauty,"29,218",39.0,51.0,5,4,13,"18,113",393,233,1.29%,182,8.0,0.0,,43.0,,,1.0,3.0,,1.0,,,,8.0,5.0,,,456,51,3,11974,10657
611,2023-01-04,1013,TikTok,theunseenbeautyuk,"2,311",1.0,,0,0,0,,263,5,,4,0.0,1.0,,,,,,,,,0.0,,,,,,,456,51,3,11974,10657
612,2023-01-05,1014,Facebook,T H E U N S E E N Beauty,"10,345",0.0,0.0,0,0,4,"8,425","6,460",382,4.53%,9,4.0,1.0,132.0,,236,,,,,,,,4.0,,,,,551,40,0,12477,7732
613,2023-01-05,1015,Instagram,theunseenbeauty,"29,247",29.0,40.0,3,2,10,"19,272",219,133,0.69%,102,5.0,0.0,,26.0,,,1.0,1.0,,1.0,,,,4.0,4.0,2.0,,551,40,0,12477,7732
614,2023-01-05,1016,TikTok,theunseenbeautyuk,"2,318",7.0,,0,0,0,,321,12,,12,0.0,0.0,,,,,,,,,0.0,,,,,,,551,40,0,12477,7732
615,2023-01-06,1017,Facebook,T H E U N S E E N Beauty,"10,346",0.0,0.0,0,0,3,"7,137","7,306",459,6.43%,3,3.0,0.0,143.0,,310,,,,,,,,3.0,,,,,433,47,0,13596,6811
616,2023-01-06,1018,Instagram,theunseenbeauty,"29,280",33.0,47.0,9,8,5,"17,549",172,132,0.75%,100,3.0,0.0,,29.0,,,1.0,7.0,,1.0,,,,1.0,3.0,1.0,,433,47,0,13596,6811
617,2023-01-06,1019,TikTok,theunseenbeautyuk,"2,327",9.0,,0,0,0,,197,6,,6,0.0,0.0,,,,,,,,,0.0,,,,,,,433,47,0,13596,6811
618,2023-01-07,1020,Facebook,T H E U N S E E N Beauty,"10,346",0.0,0.0,0,0,2,"8,444","7,495",454,5.38%,16,2.0,1.0,159.0,,276,,,,,,,,2.0,,,,,413,45,0,12643,7732
619,2023-01-07,1021,Instagram,theunseenbeauty,"29,315",35.0,45.0,5,4,2,"16,764",111,131,0.78%,113,2.0,0.0,,16.0,,,1.0,3.0,,1.0,,,,,2.0,,,413,45,0,12643,7732
620,2023-01-07,1022,TikTok,theunseenbeautyuk,"2,335",8.0,,0,0,1,,275,13,,12,1.0,0.0,,,,,,,,,0.0,,,,,,1.0,413,45,0,12643,7732
621,2023-01-08,1023,Facebook,T H E U N S E E N Beauty,"10,346",1.0,1.0,0,0,1,"9,070","7,880",464,5.12%,10,1.0,2.0,176.0,,275,,,,,,,,1.0,,,,,752,42,1,20533,8325
622,2023-01-08,1024,Instagram,theunseenbeauty,"29,339",24.0,42.0,12,11,11,"27,822",156,77,0.28%,66,1.0,0.0,,10.0,,,1.0,10.0,,1.0,,,,9.0,2.0,,,752,42,1,20533,8325
623,2023-01-08,1025,TikTok,theunseenbeautyuk,"2,336",1.0,,0,0,0,,166,5,,5,0.0,0.0,,,,,,,,,0.0,,,,,,,752,42,1,20533,8325
624,2023-01-09,1026,Facebook,T H E U N S E E N Beauty,"10,348",2.0,3.0,0,0,3,"8,778","7,419",426,4.85%,9,4.0,2.0,176.0,,235,,,,,,,,3.0,,,,,495,40,3,14766,8084
625,2023-01-09,1027,Instagram,theunseenbeauty,"29,361",22.0,40.0,7,4,9,"20,052",282,"1,336",6.66%,"1,066",15.0,0.0,,255.0,,,1.0,3.0,,3.0,,,,3.0,5.0,1.0,,495,40,3,14766,8084
626,2023-01-09,1028,TikTok,theunseenbeautyuk,"2,339",3.0,,0,0,0,,299,16,,16,0.0,0.0,,,,,,,,,0.0,,,,,,,495,40,3,14766,8084
627,2023-01-10,1029,Facebook,T H E U N S E E N Beauty,"10,348",0.0,0.0,1,1,2,"7,574","7,051",468,6.18%,8,2.0,1.0,184.0,,273,,,,,,,,2.0,,,,,572,54,0,14467,6999
628,2023-01-10,1030,Instagram,theunseenbeauty,"29,401",40.0,54.0,3,2,4,"20,632",131,249,1.21%,182,1.0,0.0,,66.0,,,1.0,1.0,,1.0,,,,,3.0,1.0,,572,54,0,14467,6999
629,2023-01-10,1031,TikTok,theunseenbeautyuk,"2,342",3.0,,0,0,0,,527,13,,10,0.0,3.0,,,,,,,,,0.0,,,,,,,572,54,0,14467,6999
630,2023-01-11,1032,Facebook,T H E U N S E E N Beauty,"10,348",0.0,0.0,0,0,3,"8,340","7,131",543,6.51%,13,3.0,2.0,197.0,,328,,,,,,,,3.0,,,,,588,47,0,13787,7923
631,2023-01-11,1033,Instagram,theunseenbeauty,"29,433",32.0,47.0,5,4,4,"18,943",156,233,1.23%,167,2.0,0.0,,64.0,,,1.0,3.0,,1.0,,,,3.0,1.0,,,588,47,0,13787,7923
632,2023-01-11,1034,TikTok,theunseenbeautyuk,"2,343",1.0,,0,0,0,,277,7,,7,0.0,0.0,,,,,,,,,0.0,,,,,,,588,47,0,13787,7923
633,2023-01-12,1035,Facebook,T H E U N S E E N Beauty,"10,347",-1.0,0.0,0,0,4,"9,701","6,477",561,5.78%,17,4.0,3.0,223.0,,314,,,,,,,,4.0,,,,,671,42,0,12047,8870
634,2023-01-12,1036,Instagram,theunseenbeauty,"29,464",31.0,42.0,5,2,9,"17,361",142,183,1.05%,153,8.0,0.0,,22.0,,,1.0,1.0,,3.0,,,,3.0,5.0,1.0,,671,42,0,12047,8870
635,2023-01-12,1037,TikTok,theunseenbeautyuk,"2,349",6.0,,0,0,0,,317,0,,0,0.0,0.0,,,,,,,,,0.0,,,,,,,671,42,0,12047,8870
636,2023-01-13,1038,Facebook,T H E U N S E E N Beauty,"10,348",1.0,1.0,1,0,0,"7,504","6,867",505,6.73%,21,1.0,7.0,193.0,,283,,,,,,,,,,,,,687,51,1,13895,7159
637,2023-01-13,1039,Instagram,theunseenbeauty,"29,498",34.0,51.0,3,2,5,"19,840",106,249,1.26%,221,3.0,0.0,,25.0,,,1.0,1.0,,1.0,,,,2.0,3.0,,,687,51,1,13895,7159
638,2023-01-13,1040,TikTok,theunseenbeautyuk,"2,350",1.0,,1,1,0,,455,7,,7,0.0,0.0,,,,,,,,,1.0,,,,,,,687,51,1,13895,7159
639,2023-01-14,1041,Facebook,T H E U N S E E N Beauty,"10,349",1.0,1.0,0,0,7,"10,716","7,587",858,8.01%,27,7.0,2.0,297.0,,525,,,,,,,,7.0,,,,,578,42,1,13607,10257
640,2023-01-14,1042,Instagram,theunseenbeauty,"29,526",28.0,42.0,2,1,3,"18,413",106,187,1.02%,161,2.0,0.0,,24.0,,,,,1.0,1.0,,,,1.0,2.0,,,578,42,1,13607,10257
641,2023-01-14,1043,TikTok,theunseenbeautyuk,"2,355",5.0,,0,0,0,,248,4,,4,0.0,0.0,,,,,,,,,0.0,,,,,,,578,42,1,13607,10257
642,2023-01-15,1044,Facebook,T H E U N S E E N Beauty,"10,353",2.0,2.0,0,0,4,"13,152","8,161",921,7%,30,8.0,4.0,308.0,,571,,,,,,,,4.0,,,,,733,43,2,12874,12498
643,2023-01-15,1045,Instagram,theunseenbeauty,"29,554",28.0,43.0,6,6,4,"17,750","2,916",218,1.23%,184,0.0,2.0,,32.0,,,,5.0,1.0,,,,,1.0,1.0,2.0,,733,43,2,12874,12498
644,2023-01-15,1046,TikTok,theunseenbeautyuk,"2,359",4.0,,0,0,0,,256,4,,4,0.0,0.0,,,,,,,,,0.0,,,,,,,733,43,2,12874,12498
645,2023-01-16,1047,Facebook,T H E U N S E E N Beauty,"10,355",1.0,1.0,1,0,5,"5,982","3,344",476,7.96%,12,5.0,3.0,159.0,,297,,,,,,,,5.0,,,,,657,39,1,6999,5657
646,2023-01-16,1048,Instagram,theunseenbeauty,"29,589",35.0,39.0,8,7,4,"11,013","2,874",185,1.68%,147,2.0,0.0,,36.0,,,,6.0,1.0,1.0,,,,,3.0,1.0,,657,39,1,6999,5657
647,2023-01-16,1049,TikTok,theunseenbeautyuk,"2,372",13.0,,0,0,0,,979,15,,11,0.0,4.0,,,,,,,,,0.0,,,,,,,657,39,1,6999,5657
648,2023-01-17,1050,Facebook,T H E U N S E E N Beauty,"10,354",-1.0,0.0,0,0,3,"3,080","1,894",300,9.74%,10,3.0,1.0,126.0,,160,,,,,,,,3.0,,,,,580,29,0,4560,2730
649,2023-01-17,1051,Instagram,theunseenbeauty,"29,608",19.0,29.0,5,4,5,"7,540",961,74,0.98%,59,1.0,0.0,,14.0,,,1.0,3.0,,1.0,,,,,3.0,2.0,,580,29,0,4560,2730
650,2023-01-17,1052,TikTok,theunseenbeautyuk,"2,426",54.0,,0,0,1,,"2,515",62,,54,1.0,7.0,,,,,,,,,0.0,,,,,,1.0,580,29,0,4560,2730
651,2023-01-18,1053,Facebook,T H E U N S E E N Beauty,"10,356",1.0,1.0,0,0,5,"3,956","1,606",366,9.25%,10,4.0,2.0,150.0,,200,,,,,,,,4.0,,,,,470,31,1,4061,3726
652,2023-01-18,1054,Instagram,theunseenbeauty,"29,629",21.0,31.0,5,4,7,"7,746",282,66,0.85%,56,3.0,0.0,,7.0,,,1.0,3.0,,1.0,,,,5.0,2.0,,,470,31,1,4061,3726
653,2023-01-18,1055,TikTok,theunseenbeautyuk,"2,442",16.0,,1,1,0,,"1,417",26,,23,0.0,3.0,,,,,,,,,1.0,,,,,,,470,31,1,4061,3726
654,2023-01-19,1056,Facebook,T H E U N S E E N Beauty,"10,357",1.0,1.0,0,0,3,"2,737","1,581",337,12.31%,13,3.0,1.0,143.0,,177,,,,,,,,3.0,,,,,507,54,1,4754,2405
655,2023-01-19,1057,Instagram,theunseenbeauty,"29,665",36.0,54.0,4,1,5,"9,474",157,50,0.53%,25,7.0,0.0,,18.0,,,1.0,,,3.0,,,,2.0,2.0,1.0,,507,54,1,4754,2405
656,2023-01-19,1058,TikTok,theunseenbeautyuk,"2,449",7.0,,0,0,0,,421,14,,12,0.0,2.0,,,,,,,,,0.0,,,,,,,507,54,1,4754,2405
657,2023-01-20,1059,Facebook,T H E U N S E E N Beauty,"10,358",-1.0,0.0,0,0,4,"2,626","1,350",274,10.43%,6,5.0,4.0,126.0,,133,,,,,,,,3.0,,,,,408,36,0,4816,2398
658,2023-01-20,1060,Instagram,theunseenbeauty,"29,691",26.0,36.0,2,1,2,"8,985",197,178,1.98%,154,3.0,0.0,,21.0,,,1.0,,,1.0,,,,2.0,,,,408,36,0,4816,2398
659,2023-01-20,1061,TikTok,theunseenbeautyuk,"2,454",5.0,,0,0,0,,269,2,,2,0.0,0.0,,,,,,,,,0.0,,,,,,,408,36,0,4816,2398
660,2023-01-21,1062,Facebook,T H E U N S E E N Beauty,"10,360",2.0,2.0,0,0,1,"2,567","1,476",301,11.73%,7,1.0,4.0,132.0,,157,,,,,,,,1.0,,,,,391,37,2,7197,2424
661,2023-01-21,1063,Instagram,theunseenbeauty,"29,707",16.0,37.0,13,12,12,"14,671",120,367,2.5%,300,9.0,0.0,,58.0,,,1.0,11.0,,1.0,,,,11.0,,1.0,,391,37,2,7197,2424
662,2023-01-21,1064,TikTok,theunseenbeautyuk,"2,456",2.0,,0,0,0,,330,10,,10,0.0,0.0,,,,,,,,,0.0,,,,,,,391,37,2,7197,2424
663,2023-01-22,1065,Facebook,T H E U N S E E N Beauty,"10,360",-1.0,0.0,0,0,0,"2,981","1,601",364,12.21%,7,2.0,3.0,154.0,,198,,,,,,,,,,,,,506,32,0,6485,2605
664,2023-01-22,1066,Instagram,theunseenbeauty,"29,723",16.0,32.0,2,1,1,"11,805",213,456,3.86%,380,5.0,0.0,,71.0,,,1.0,,,1.0,,,,,1.0,,,506,32,0,6485,2605
665,2023-01-22,1067,TikTok,theunseenbeautyuk,"2,480",24.0,,0,0,0,,"1,328",38,,33,0.0,5.0,,,,,,,,,0.0,,,,,,,506,32,0,6485,2605
666,2023-01-23,1068,Facebook,T H E U N S E E N Beauty,"10,361",1.0,1.0,0,0,3,"2,976","1,445",372,12.5%,10,3.0,2.0,152.0,,205,,,,,,,,3.0,,,,,403,36,1,6672,2788
667,2023-01-23,1069,Instagram,theunseenbeauty,"29,743",20.0,36.0,9,8,8,"13,559",209,196,1.45%,149,2.0,0.0,,45.0,,,1.0,7.0,,1.0,,,,4.0,3.0,1.0,,403,36,1,6672,2788
668,2023-01-23,1070,TikTok,theunseenbeautyuk,"2,485",5.0,,0,0,0,,447,10,,10,0.0,0.0,,,,,,,,,0.0,,,,,,,403,36,1,6672,2788
