,Date,Unnamed: 0,Network,Profile,Audience,Net Audience Growth,Audience Gained,Sent Messages (Total),Published Posts (Total),Received Messages (Total),Impressions,Video Views,Engagements,Engagement Rate (per Impression),Reactions,Comments,Shares,Post Link Clicks,Saves,Other Post Clicks,Sent Posts (Facebook),Sent Posts (Instagram),Sent Stories (Instagram),Sent Reels (Instagram),Sent Comments (Instagram),Sent Videos (TikTok),Received Comments (Facebook),Received Ad Comments (Facebook),Received Comments (Instagram),Received Mentions (Instagram),Received Media Tags (Instagram),Received Comments (TikTok),Website Traffic,new_ig_followers,new_fb_page_likes,instagram_reach,facebook_reach
669,2023-01-24,1071,Facebook,T H E U N S E E N Beauty,"10,364",1.0,1.0,0,0,1,"2,383","1,389",302,12.67%,6,1.0,0.0,127.0,,168,,,,,,,,1.0,,,,,455,23,1,6270,2093
670,2023-01-24,1072,Instagram,theunseenbeauty,"29,755",12.0,23.0,7,4,6,"12,319",220,322,2.61%,277,7.0,0.0,,38.0,,,1.0,3.0,,3.0,,,,1.0,5.0,,,455,23,1,6270,2093
671,2023-01-24,1073,TikTok,theunseenbeautyuk,"2,488",3.0,,3,3,0,,"1,247",98,,97,0.0,1.0,,,,,,,,,3.0,,,,,,,455,23,1,6270,2093
672,2023-01-25,1074,Facebook,T H E U N S E E N Beauty,"10,368",0.0,0.0,0,0,0,"2,068","1,673",285,13.78%,0,0.0,0.0,130.0,,155,,,,,,,,,,,,,349,40,0,8665,1923
673,2023-01-25,1075,Instagram,theunseenbeauty,"29,776",21.0,40.0,3,3,3,"16,301",145,230,1.41%,211,2.0,0.0,,17.0,,,1.0,2.0,,,,,,2.0,,1.0,,349,40,0,8665,1923
674,2023-01-25,1076,TikTok,theunseenbeautyuk,"2,489",1.0,,1,1,2,,"1,069",71,,69,2.0,0.0,,,,,,,,,1.0,,,,,,2.0,349,40,0,8665,1923
675,2023-01-26,1077,Facebook,T H E U N S E E N Beauty,"10,368",0.0,0.0,0,0,0,"2,749","2,443",226,8.22%,1,0.0,0.0,96.0,,129,,,,,,,,,,,,,425,21,0,6062,2480
676,2023-01-26,1078,Instagram,theunseenbeauty,"29,788",12.0,21.0,2,1,2,"9,814",133,389,3.96%,337,2.0,0.0,,50.0,,,1.0,,,1.0,,,,1.0,,1.0,,425,21,0,6062,2480
677,2023-01-26,1079,TikTok,theunseenbeautyuk,"2,490",1.0,,0,0,0,,295,21,,21,0.0,0.0,,,,,,,,,0.0,,,,,,,425,21,0,6062,2480
678,2023-01-27,1080,Facebook,T H E U N S E E N Beauty,"10,367",0.0,0.0,0,0,1,"2,450","1,951",181,7.39%,2,1.0,0.0,85.0,,93,,,,,,,,1.0,,,,,363,15,0,4616,2155
679,2023-01-27,1081,Instagram,theunseenbeauty,"29,790",2.0,15.0,12,11,8,"8,343",87,251,3.01%,221,4.0,0.0,,26.0,,,1.0,10.0,,1.0,,,,3.0,3.0,2.0,,363,15,0,4616,2155
680,2023-01-27,1082,TikTok,theunseenbeautyuk,"2,493",3.0,,0,0,0,,275,14,,12,0.0,2.0,,,,,,,,,0.0,,,,,,,363,15,0,4616,2155
681,2023-01-28,1083,Facebook,T H E U N S E E N Beauty,"10,367",0.0,0.0,0,0,0,"1,971","2,121",198,10.05%,3,0.0,1.0,98.0,,96,,,,,,,,,,,,,273,21,0,5508,1777
682,2023-01-28,1084,Instagram,theunseenbeauty,"29,797",7.0,21.0,3,2,3,"9,802",597,242,2.47%,217,1.0,0.0,,24.0,,,,1.0,1.0,1.0,,,,,2.0,1.0,,273,21,0,5508,1777
683,2023-01-28,1085,TikTok,theunseenbeautyuk,"2,495",2.0,,0,0,0,,220,7,,7,0.0,0.0,,,,,,,,,0.0,,,,,,,273,21,0,5508,1777
684,2023-01-29,1086,Facebook,T H E U N S E E N Beauty,"10,367",0.0,0.0,0,0,0,"1,816","2,353",182,10.02%,0,0.0,0.0,91.0,,91,,,,,,,,,,,,,290,19,0,6033,1639
685,2023-01-29,1087,Instagram,theunseenbeauty,"29,802",5.0,19.0,6,5,3,"10,422","1,196",191,1.83%,170,2.0,0.0,,19.0,,,1.0,4.0,,1.0,,,,1.0,2.0,,,290,19,0,6033,1639
686,2023-01-29,1088,TikTok,theunseenbeautyuk,"2,496",1.0,,0,0,0,,175,6,,6,0.0,0.0,,,,,,,,,0.0,,,,,,,290,19,0,6033,1639
687,2023-01-30,1089,Facebook,T H E U N S E E N Beauty,"10,366",-1.0,0.0,0,0,0,"2,167","1,739",221,10.2%,2,0.0,0.0,105.0,,114,,,,,,,,,,,,,327,24,0,5885,1980
688,2023-01-30,1090,Instagram,theunseenbeauty,"29,814",12.0,24.0,3,2,4,"11,143",421,118,1.06%,101,1.0,0.0,,16.0,,,1.0,1.0,,1.0,,,,2.0,1.0,1.0,,327,24,0,5885,1980
689,2023-01-30,1091,TikTok,theunseenbeautyuk,"2,501",5.0,,0,0,0,,185,9,,9,0.0,0.0,,,,,,,,,0.0,,,,,,,327,24,0,5885,1980
690,2023-01-31,1092,Facebook,T H E U N S E E N Beauty,"10,366",0.0,0.0,0,0,4,"2,760","1,547",216,7.83%,1,4.0,0.0,100.0,,111,,,,,,,,4.0,,,,,334,27,0,5426,2630
691,2023-01-31,1093,Instagram,theunseenbeauty,"29,827",13.0,27.0,3,2,10,"9,859",332,67,0.68%,48,2.0,0.0,,17.0,,,1.0,1.0,,1.0,,,,4.0,4.0,2.0,,334,27,0,5426,2630
692,2023-01-31,1094,TikTok,theunseenbeautyuk,"2,502",1.0,,0,0,0,,162,8,,8,0.0,0.0,,,,,,,,,0.0,,,,,,,334,27,0,5426,2630
693,2023-02-01,1095,Facebook,T H E U N S E E N Beauty,"10,366",0.0,0.0,0,0,0,"2,700","2,051",142,5.26%,2,0.0,0.0,57.0,,83,,,,,,,,,,,,,341,20,0,5857,2366
694,2023-02-01,1096,Instagram,theunseenbeauty,"29,838",11.0,20.0,6,4,8,"9,704",393,247,2.55%,206,6.0,0.0,,35.0,,,,3.0,1.0,2.0,,,,1.0,5.0,2.0,,341,20,0,5857,2366
695,2023-02-01,1097,TikTok,theunseenbeautyuk,"2,503",1.0,,0,0,0,,209,6,,6,0.0,0.0,,,,,,,,,0.0,,,,,,,341,20,0,5857,2366
696,2023-02-02,1098,Facebook,T H E U N S E E N Beauty,"10,367",1.0,1.0,0,0,0,"5,242","3,131",180,3.43%,1,0.0,1.0,71.0,,107,,,,,,,,,,,,,290,13,1,6564,4635
697,2023-02-02,1099,Instagram,theunseenbeauty,"29,836",-2.0,13.0,4,3,7,"10,763",493,127,1.18%,106,2.0,0.0,,19.0,,,1.0,2.0,,1.0,,,,1.0,6.0,,,290,13,1,6564,4635
698,2023-02-02,1100,TikTok,theunseenbeautyuk,"2,505",2.0,,1,1,0,,519,8,,8,0.0,0.0,,,,,,,,,1.0,,,,,,,290,13,1,6564,4635
699,2023-02-03,1101,Facebook,T H E U N S E E N Beauty,"10,365",-2.0,0.0,0,0,2,"4,895","2,840",187,3.82%,1,3.0,1.0,89.0,,93,,,,,,,,2.0,,,,,307,35,0,6147,4551
700,2023-02-03,1102,Instagram,theunseenbeauty,"29,864",28.0,35.0,3,2,7,"10,887",230,60,0.55%,35,2.0,0.0,,23.0,,,1.0,1.0,,1.0,,,,1.0,4.0,2.0,,307,35,0,6147,4551
701,2023-02-03,1103,TikTok,theunseenbeautyuk,"2,506",1.0,,0,0,0,,125,2,,2,0.0,0.0,,,,,,,,,0.0,,,,,,,307,35,0,6147,4551
702,2023-02-04,1104,Facebook,T H E U N S E E N Beauty,"10,366",1.0,1.0,0,0,2,"6,019","3,233",277,4.6%,3,2.0,0.0,102.0,,170,,,,,,,,2.0,,,,,772,55,1,17933,5587
703,2023-02-04,1105,Instagram,theunseenbeauty,"29,884",20.0,55.0,8,7,53,"45,144",481,"2,151",4.76%,"1,703",35.0,0.0,,413.0,,,1.0,6.0,,1.0,,,,52.0,1.0,,,772,55,1,17933,5587
704,2023-02-04,1106,TikTok,theunseenbeautyuk,"2,507",2.0,,0,0,0,,159,4,,4,0.0,0.0,,,,,,,,,0.0,,,,,,,772,55,1,17933,5587
705,2023-02-05,1107,Facebook,T H E U N S E E N Beauty,"10,367",1.0,1.0,0,0,2,"4,870","3,542",218,4.48%,4,2.0,0.0,84.0,,128,,,,,,,,2.0,,,,,549,39,1,11716,4188
706,2023-02-05,1108,Instagram,theunseenbeauty,"29,899",15.0,39.0,10,9,18,"23,057",683,"1,514",6.57%,"1,151",30.0,0.0,,333.0,,,1.0,8.0,,1.0,,,,18.0,,,,549,39,1,11716,4188
707,2023-02-05,1109,TikTok,theunseenbeautyuk,"2,513",6.0,,0,0,0,,211,9,,9,0.0,0.0,,,,,,,,,0.0,,,,,,,549,39,1,11716,4188
708,2023-02-06,1110,Facebook,T H E U N S E E N Beauty,"10,368",1.0,1.0,0,0,6,"5,624","3,068",211,3.75%,2,5.0,0.0,75.0,,129,,,,,,,,5.0,,,,,480,21,1,17599,5131
709,2023-02-06,1111,Instagram,theunseenbeauty,"29,903",4.0,21.0,22,4,37,"29,580","7,960","1,133",3.83%,888,51.0,6.0,,188.0,,,,3.0,1.0,18.0,,,,36.0,1.0,,,480,21,1,17599,5131
710,2023-02-06,1112,TikTok,theunseenbeautyuk,"2,513",0.0,,0,0,0,,100,4,,4,0.0,0.0,,,,,,,,,0.0,,,,,,,480,21,1,17599,5131
711,2023-02-07,1113,Facebook,T H E U N S E E N Beauty,"10,369",1.0,1.0,3,3,3,"3,987","3,015",202,5.07%,3,3.0,0.0,89.0,,107,1.0,,,,,,,3.0,,,,,433,30,1,25275,3493
712,2023-02-07,1114,Instagram,theunseenbeauty,"29,917",14.0,30.0,16,2,21,"34,970","7,960","1,065",3.05%,907,29.0,4.0,,125.0,,,,1.0,1.0,14.0,,,,21.0,,,,433,30,1,25275,3493
713,2023-02-07,1115,TikTok,theunseenbeautyuk,"2,514",1.0,,0,0,0,,80,2,,2,0.0,0.0,,,,,,,,,0.0,,,,,,,433,30,1,25275,3493
714,2023-02-08,1116,Facebook,T H E U N S E E N Beauty,"10,370",0.0,1.0,1,1,1,"4,326","3,234",294,6.8%,5,0.0,2.0,117.0,,170,1.0,,,,,,,1.0,,,,,405,36,1,18146,3678
715,2023-02-08,1117,Instagram,theunseenbeauty,"29,937",20.0,36.0,5,3,18,"26,557","23,995","1,018",3.83%,807,16.0,15.0,,180.0,,,1.0,2.0,,2.0,,,,11.0,6.0,1.0,,405,36,1,18146,3678
716,2023-02-08,1118,TikTok,theunseenbeautyuk,"2,514",-1.0,,0,0,0,,136,9,,9,0.0,0.0,,,,,,,,,0.0,,,,,,,405,36,1,18146,3678
717,2023-02-09,1119,Facebook,T H E U N S E E N Beauty,"10,371",0.0,0.0,1,1,3,"4,531","3,905",272,6%,3,3.0,0.0,101.0,,165,1.0,,,,,,,3.0,,,,,407,43,0,14416,3802
718,2023-02-09,1120,Instagram,theunseenbeauty,"29,964",27.0,43.0,4,3,11,"21,593","3,577",745,3.45%,631,13.0,4.0,,97.0,,,1.0,2.0,,1.0,,,,8.0,2.0,1.0,,407,43,0,14416,3802
719,2023-02-09,1121,TikTok,theunseenbeautyuk,"2,514",0.0,,1,1,0,,560,48,,47,0.0,1.0,,,,,,,,,1.0,,,,,,,407,43,0,14416,3802
720,2023-02-10,1122,Facebook,T H E U N S E E N Beauty,"10,371",0.0,0.0,1,1,1,"2,549","2,635",192,7.53%,2,0.0,0.0,77.0,,113,1.0,,,,,,,,,,,,373,50,0,10088,2190
721,2023-02-10,1123,Instagram,theunseenbeauty,"29,995",31.0,50.0,12,8,17,"16,473","1,648","1,009",6.13%,886,17.0,1.0,,105.0,,,1.0,7.0,,4.0,,,,15.0,1.0,1.0,,373,50,0,10088,2190
722,2023-02-10,1124,TikTok,theunseenbeautyuk,"2,514",0.0,,0,0,0,,176,5,,4,0.0,1.0,,,,,,,,,0.0,,,,,,,373,50,0,10088,2190
723,2023-02-11,1125,Facebook,T H E U N S E E N Beauty,"10,373",1.0,1.0,1,1,2,"2,919","2,701",244,8.36%,4,2.0,0.0,95.0,,143,1.0,,,,,,,2.0,,,,,362,40,1,7367,2395
724,2023-02-11,1126,Instagram,theunseenbeauty,"30,027",32.0,40.0,4,3,8,"11,666",294,141,1.21%,123,1.0,1.0,,16.0,,,1.0,2.0,,1.0,,,,2.0,5.0,1.0,,362,40,1,7367,2395
725,2023-02-11,1127,TikTok,theunseenbeautyuk,"2,516",2.0,,0,0,0,,210,6,,5,0.0,1.0,,,,,,,,,0.0,,,,,,,362,40,1,7367,2395
726,2023-02-12,1128,Facebook,T H E U N S E E N Beauty,"10,373",0.0,0.0,1,1,0,"2,589","3,886",413,15.95%,3,0.0,0.0,91.0,,319,1.0,,,,,,,,,,,,377,44,0,10366,2158
727,2023-02-12,1129,Instagram,theunseenbeauty,"30,055",28.0,44.0,4,2,7,"16,898",605,327,1.94%,281,6.0,0.0,,40.0,,,,1.0,1.0,2.0,,,,4.0,2.0,1.0,,377,44,0,10366,2158
728,2023-02-12,1130,TikTok,theunseenbeautyuk,"2,516",0.0,,0,0,0,,154,7,,7,0.0,0.0,,,,,,,,,0.0,,,,,,,377,44,0,10366,2158
729,2023-02-13,1131,Facebook,T H E U N S E E N Beauty,"10,373",0.0,0.0,1,1,3,"2,653","2,788",243,9.16%,3,2.0,3.0,91.0,,144,1.0,,,,,,2.0,1.0,,,,,371,32,0,7620,2319
730,2023-02-13,1132,Instagram,theunseenbeauty,"30,074",19.0,32.0,5,4,22,"12,692","2,229",353,2.78%,301,16.0,0.0,,36.0,,,1.0,3.0,,1.0,,,,15.0,6.0,1.0,,371,32,0,7620,2319
731,2023-02-13,1133,TikTok,theunseenbeautyuk,"2,519",4.0,,0,0,0,,217,3,,3,0.0,0.0,,,,,,,,,0.0,,,,,,,371,32,0,7620,2319
732,2023-02-14,1134,Facebook,T H E U N S E E N Beauty,"10,372",-1.0,0.0,1,1,0,"3,091","2,646",200,6.47%,3,0.0,0.0,70.0,,127,1.0,,,,,,,,,,,,371,27,0,7588,2594
733,2023-02-14,1135,Instagram,theunseenbeauty,"30,088",14.0,27.0,5,4,11,"11,781",326,156,1.32%,136,9.0,0.0,,11.0,,,1.0,3.0,,1.0,,,,8.0,3.0,,,371,27,0,7588,2594
734,2023-02-14,1136,TikTok,theunseenbeautyuk,"2,520",1.0,,0,0,0,,150,4,,3,0.0,1.0,,,,,,,,,0.0,,,,,,,371,27,0,7588,2594
735,2023-02-15,1137,Facebook,T H E U N S E E N Beauty,"10,371",0.0,0.0,2,2,0,"2,209","2,950",151,6.84%,0,0.0,2.0,65.0,,84,1.0,,,,,,,,,,,,312,22,0,5531,1499
736,2023-02-15,1138,Instagram,theunseenbeauty,"30,097",9.0,22.0,5,4,16,"10,189",332,262,2.57%,214,9.0,0.0,,39.0,,,1.0,3.0,,1.0,,,,13.0,2.0,1.0,,312,22,0,5531,1499
737,2023-02-15,1139,TikTok,theunseenbeautyuk,"2,520",0.0,,0,0,0,,66,2,,2,0.0,0.0,,,,,,,,,0.0,,,,,,,312,22,0,5531,1499
738,2023-02-16,1140,Facebook,T H E U N S E E N Beauty,"10,370",-1.0,0.0,1,1,1,"2,510","2,044",178,7.09%,2,1.0,0.0,97.0,,78,1.0,,,,,,,1.0,,,,,323,33,0,7397,1850
739,2023-02-16,1141,Instagram,theunseenbeauty,"30,118",21.0,33.0,4,3,21,"11,804",129,219,1.86%,162,17.0,0.0,,40.0,,,1.0,2.0,,1.0,,,,12.0,8.0,1.0,,323,33,0,7397,1850
740,2023-02-16,1142,TikTok,theunseenbeautyuk,"2,520",0.0,,0,0,0,,85,4,,4,0.0,0.0,,,,,,,,,0.0,,,,,,,323,33,0,7397,1850
741,2023-02-17,1143,Facebook,T H E U N S E E N Beauty,"10,369",-1.0,0.0,1,1,3,"2,055","1,200",224,10.9%,3,0.0,1.0,146.0,,74,1.0,,,,,,,,,,,,380,21,0,7134,1595
742,2023-02-17,1144,Instagram,theunseenbeauty,"30,127",9.0,21.0,2,1,1,"11,173",208,449,4.02%,405,5.0,0.0,,39.0,,,1.0,,,1.0,,,,,1.0,,,380,21,0,7134,1595
743,2023-02-17,1145,TikTok,theunseenbeautyuk,"2,523",3.0,,0,0,0,,202,11,,10,1.0,0.0,,,,,,,,,0.0,,,,,,,380,21,0,7134,1595
744,2023-02-18,1146,Facebook,T H E U N S E E N Beauty,"10,369",0.0,0.0,1,1,0,"3,385","1,444",421,12.44%,16,5.0,3.0,253.0,,144,1.0,,,,,,,,,,,,433,24,0,8239,2757
745,2023-02-18,1147,Instagram,theunseenbeauty,"30,141",14.0,24.0,9,8,10,"13,061",80,92,0.7%,75,2.0,0.0,,15.0,,,1.0,7.0,,1.0,,,,9.0,1.0,,,433,24,0,8239,2757
746,2023-02-18,1148,TikTok,theunseenbeautyuk,"2,523",0.0,,0,0,0,,171,7,,7,0.0,0.0,,,,,,,,,0.0,,,,,,,433,24,0,8239,2757
747,2023-02-19,1149,Facebook,T H E U N S E E N Beauty,"10,371",1.0,1.0,1,1,3,"3,868","1,496",556,14.37%,21,5.0,2.0,300.0,,228,1.0,,,,,,,3.0,,,,,523,42,1,9918,2933
748,2023-02-19,1150,Instagram,theunseenbeauty,"30,167",26.0,42.0,9,7,12,"17,467",319,407,2.33%,343,14.0,1.0,,49.0,,,1.0,6.0,,2.0,,,,3.0,8.0,1.0,,523,42,1,9918,2933
749,2023-02-19,1151,TikTok,theunseenbeautyuk,"2,523",-1.0,,0,0,0,,252,6,,6,0.0,0.0,,,,,,,,,0.0,,,,,,,523,42,1,9918,2933
750,2023-02-20,1152,Facebook,T H E U N S E E N Beauty,"10,374",2.0,3.0,1,1,1,"2,812","1,415",389,13.83%,14,1.0,1.0,249.0,,124,1.0,,,,,,,1.0,,,,,635,47,3,8905,2261
751,2023-02-20,1153,Instagram,theunseenbeauty,"30,209",42.0,47.0,8,7,9,"14,327",237,170,1.19%,125,0.0,0.0,,45.0,,,1.0,6.0,,1.0,,,,1.0,5.0,3.0,,635,47,3,8905,2261
752,2023-02-20,1154,TikTok,theunseenbeautyuk,"2,523",1.0,,0,0,0,,150,11,,11,0.0,0.0,,,,,,,,,0.0,,,,,,,635,47,3,8905,2261
753,2023-02-21,1155,Facebook,T H E U N S E E N Beauty,"10,375",0.0,0.0,1,1,0,"3,961","1,442","1,260",31.81%,11,2.0,3.0,218.0,,"1,026",1.0,,,,,,,,,,,,649,37,0,8596,3566
754,2023-02-21,1156,Instagram,theunseenbeauty,"30,227",18.0,37.0,3,2,17,"13,336",732,243,1.82%,190,6.0,0.0,,47.0,,,,1.0,1.0,1.0,,,,4.0,10.0,3.0,,649,37,0,8596,3566
755,2023-02-21,1157,TikTok,theunseenbeautyuk,"2,527",4.0,,0,0,0,,105,8,,7,0.0,1.0,,,,,,,,,0.0,,,,,,,649,37,0,8596,3566
756,2023-02-22,1158,Facebook,T H E U N S E E N Beauty,"10,381",5.0,6.0,1,1,1,"4,347","1,368",611,14.06%,30,8.0,2.0,359.0,,212,1.0,,,,,,,1.0,,,,,710,52,6,10784,3168
757,2023-02-22,1159,Instagram,theunseenbeauty,"30,258",31.0,52.0,5,4,15,"16,295",969,199,1.22%,158,4.0,0.0,,37.0,,,1.0,3.0,,1.0,,,,4.0,9.0,2.0,,710,52,6,10784,3168
758,2023-02-22,1160,TikTok,theunseenbeautyuk,"2,527",0.0,,0,0,1,,156,7,,7,0.0,0.0,,,,,,,,,0.0,,,,,,1.0,710,52,6,10784,3168
759,2023-02-23,1161,Facebook,T H E U N S E E N Beauty,"10,384",1.0,2.0,6,2,4,"3,979","1,343",589,14.8%,22,9.0,5.0,324.0,,229,2.0,,,,,,1.0,3.0,,,,,728,39,2,9953,2867
760,2023-02-23,1162,Instagram,theunseenbeauty,"30,292",34.0,39.0,16,9,9,"15,829",512,278,1.76%,218,13.0,0.0,,47.0,,,2.0,7.0,,7.0,,,,5.0,3.0,1.0,,728,39,2,9953,2867
761,2023-02-23,1163,TikTok,theunseenbeautyuk,"2,527",-2.0,,1,1,0,,534,24,,21,2.0,1.0,,,,,,,,,1.0,,,,,,,728,39,2,9953,2867
762,2023-02-24,1164,Facebook,T H E U N S E E N Beauty,"10,385",1.0,2.0,1,1,5,"4,665","1,095",709,15.2%,26,5.0,5.0,358.0,,315,1.0,,,,,,,5.0,,,,,744,50,2,10386,3660
763,2023-02-24,1165,Instagram,theunseenbeauty,"30,330",38.0,50.0,2,1,5,"16,138",252,124,0.77%,92,1.0,0.0,,31.0,,,,,1.0,1.0,,,,1.0,3.0,1.0,,744,50,2,10386,3660
764,2023-02-24,1166,TikTok,theunseenbeautyuk,"2,528",3.0,,0,0,0,,812,25,,25,0.0,0.0,,,,,,,,,0.0,,,,,,,744,50,2,10386,3660
765,2023-02-25,1167,Facebook,T H E U N S E E N Beauty,"10,392",3.0,3.0,1,1,4,"4,424","1,354",766,17.31%,30,8.0,3.0,372.0,,353,1.0,,,,,,,4.0,,,,,726,37,3,10714,3527
766,2023-02-25,1168,Instagram,theunseenbeauty,"30,367",37.0,37.0,4,3,13,"16,891","2,901",382,2.26%,331,1.0,2.0,,48.0,,,,2.0,1.0,1.0,,,,4.0,6.0,3.0,,726,37,3,10714,3527
767,2023-02-25,1169,TikTok,theunseenbeautyuk,"2,529",1.0,,0,0,0,,238,10,,10,0.0,0.0,,,,,,,,,0.0,,,,,,,726,37,3,10714,3527
768,2023-02-26,1170,Facebook,T H E U N S E E N Beauty,"10,400",3.0,3.0,1,1,5,"4,888",833,787,16.1%,37,13.0,6.0,462.0,,269,1.0,,,,,,1.0,4.0,,,,,748,39,3,11723,4032
769,2023-02-26,1171,Instagram,theunseenbeauty,"30,386",19.0,39.0,7,6,6,"17,742","2,608",266,1.5%,215,6.0,4.0,,41.0,,,1.0,5.0,,1.0,,,,4.0,2.0,,,748,39,3,11723,4032
770,2023-02-26,1172,TikTok,theunseenbeautyuk,"2,531",2.0,,0,0,0,,258,15,,15,0.0,0.0,,,,,,,,,0.0,,,,,,,748,39,3,11723,4032
771,2023-02-27,1173,Facebook,T H E U N S E E N Beauty,"10,405",2.0,2.0,7,1,19,"6,714",741,822,12.24%,74,38.0,6.0,423.0,,281,1.0,,,,,,,19.0,,,,,902,49,2,9737,5852
772,2023-02-27,1174,Instagram,theunseenbeauty,"30,422",36.0,49.0,11,10,7,"15,786","1,784",355,2.25%,297,6.0,1.0,,51.0,,,1.0,9.0,,1.0,,,,4.0,2.0,1.0,,902,49,2,9737,5852
773,2023-02-27,1175,TikTok,theunseenbeautyuk,"2,533",2.0,,0,0,0,,227,18,,16,0.0,2.0,,,,,,,,,0.0,,,,,,,902,49,2,9737,5852
774,2023-02-28,1176,Facebook,T H E U N S E E N Beauty,"10,404",0.0,0.0,1,1,8,"4,924",796,633,12.86%,31,10.0,3.0,325.0,,264,1.0,,,,,,,7.0,,,,,785,41,0,8226,4357
775,2023-02-28,1177,Instagram,theunseenbeauty,"30,446",24.0,41.0,5,4,5,"13,148",533,243,1.85%,195,5.0,0.0,,43.0,,,1.0,3.0,,1.0,,,,3.0,,2.0,,785,41,0,8226,4357
776,2023-02-28,1178,TikTok,theunseenbeautyuk,"2,533",0.0,,2,2,0,,588,29,,29,0.0,0.0,,,,,,,,,2.0,,,,,,,785,41,0,8226,4357
777,2023-03-01,1179,Facebook,T H E U N S E E N Beauty,"10,403",-1.0,0.0,3,3,11,"4,062",973,928,22.85%,30,13.0,3.0,314.0,,568,2.0,,,,,,,10.0,,,,,710,30,0,8952,3488
778,2023-03-01,1180,Instagram,theunseenbeauty,"30,464",18.0,30.0,8,4,7,"13,512",552,614,4.54%,527,11.0,0.0,,76.0,,,1.0,2.0,1.0,4.0,,,,5.0,2.0,,,710,30,0,8952,3488
779,2023-03-01,1181,TikTok,theunseenbeautyuk,"2,534",1.0,,0,0,0,,360,13,,13,0.0,0.0,,,,,,,,,0.0,,,,,,,710,30,0,8952,3488
780,2023-03-02,1182,Facebook,T H E U N S E E N Beauty,"10,404",-1.0,1.0,1,1,4,"4,484",733,536,11.95%,25,4.0,4.0,284.0,,219,1.0,,,,,,,4.0,,,,,625,53,1,6942,3732
781,2023-03-02,1183,Instagram,theunseenbeauty,"30,503",39.0,53.0,2,1,8,"10,856",434,150,1.38%,123,1.0,1.0,,25.0,,,1.0,,,1.0,,,,,6.0,2.0,,625,53,1,6942,3732
782,2023-03-02,1184,TikTok,theunseenbeautyuk,"2,534",0.0,,0,0,0,,303,27,,27,0.0,0.0,,,,,,,,,0.0,,,,,,,625,53,1,6942,3732
783,2023-03-03,1185,Facebook,T H E U N S E E N Beauty,"10,404",0.0,1.0,1,1,10,"3,607","1,119",934,25.89%,12,11.0,2.0,183.0,,726,1.0,,,,,,2.0,7.0,,,,,648,34,1,14446,3131
784,2023-03-03,1186,Instagram,theunseenbeauty,"30,521",18.0,34.0,9,8,24,"22,446","5,170",806,3.59%,680,15.0,6.0,,105.0,,,,7.0,1.0,1.0,,,,22.0,2.0,,,648,34,1,14446,3131
785,2023-03-03,1187,TikTok,theunseenbeautyuk,"2,537",3.0,,0,0,0,,262,12,,11,0.0,1.0,,,,,,,,,0.0,,,,,,,648,34,1,14446,3131
786,2023-03-04,1188,Facebook,T H E U N S E E N Beauty,"10,405",1.0,1.0,1,1,0,"1,874",839,311,16.6%,10,1.0,0.0,166.0,,134,1.0,,,,,,,,,,,,474,31,1,14377,1533
787,2023-03-04,1189,Instagram,theunseenbeauty,"30,536",15.0,31.0,5,4,8,"20,044","11,878","1,020",5.09%,867,10.0,14.0,,129.0,,,1.0,3.0,,1.0,,,,2.0,6.0,,,474,31,1,14377,1533
788,2023-03-04,1190,TikTok,theunseenbeautyuk,"2,542",5.0,,0,0,0,,248,9,,9,0.0,0.0,,,,,,,,,0.0,,,,,,,474,31,1,14377,1533
789,2023-03-05,1191,Facebook,T H E U N S E E N Beauty,"10,409",2.0,2.0,1,1,9,"4,549",945,359,7.89%,11,7.0,2.0,192.0,,147,1.0,,,,,,,7.0,,,,,501,25,2,8892,3827
790,2023-03-05,1192,Instagram,theunseenbeauty,"30,552",16.0,25.0,2,1,9,"11,962","6,359",328,2.74%,285,7.0,1.0,,35.0,,,1.0,,,1.0,,,,5.0,4.0,,,501,25,2,8892,3827
791,2023-03-05,1193,TikTok,theunseenbeautyuk,"2,543",1.0,,0,0,0,,224,11,,11,0.0,0.0,,,,,,,,,0.0,,,,,,,501,25,2,8892,3827
792,2023-03-06,1194,Facebook,T H E U N S E E N Beauty,"10,410",1.0,1.0,1,1,2,"3,907",901,429,10.98%,12,1.0,1.0,185.0,,230,1.0,,,,,,,1.0,,,,,443,23,1,6136,3304
793,2023-03-06,1195,Instagram,theunseenbeauty,"30,564",12.0,23.0,11,3,10,"9,610","1,613",159,1.65%,131,8.0,1.0,,19.0,,,,2.0,1.0,8.0,,,,2.0,7.0,1.0,,443,23,1,6136,3304
794,2023-03-06,1196,TikTok,theunseenbeautyuk,"2,543",0.0,,0,0,0,,157,9,,9,0.0,0.0,,,,,,,,,0.0,,,,,,,443,23,1,6136,3304
795,2023-03-07,1197,Facebook,T H E U N S E E N Beauty,"10,409",-1.0,0.0,1,1,6,"4,410",836,503,11.41%,19,7.0,3.0,226.0,,248,1.0,,,,,,,6.0,,,,,543,58,0,6808,4010
796,2023-03-07,1198,Instagram,theunseenbeauty,"30,599",35.0,58.0,3,2,10,"12,666","1,867",223,1.76%,182,4.0,2.0,,35.0,,,1.0,1.0,,1.0,,,,5.0,4.0,1.0,,543,58,0,6808,4010
797,2023-03-07,1199,TikTok,theunseenbeautyuk,"2,543",1.0,,0,0,0,,255,18,,18,0.0,0.0,,,,,,,,,0.0,,,,,,,543,58,0,6808,4010
