,longitude,latitude
222,-0.12765,51.5073359
223,-0.12765,51.5073359
224,-83.217546,36.5297243
225,6.9267658,47.1262327
226,-0.12765,51.5073359
227,-0.2057067,51.2376557
228,-0.12765,51.5073359
229,-77.0365427,38.8950368
230,-0.12765,51.5073359
231,-122.80378,45.4871723
232,0.7210361813401444,51.20707485
233,-0.410659,51.4442232
234,-0.12765,51.5073359
235,-151.5401477,59.6440876
236,20.6399643,44.8705686
237,7.9,49.9667
238,-74.0060152,40.7127281
239,-73.5698065,45.5031824
240,-88.0653123,38.1617133
241,-0.12765,51.5073359
242,-4.2497933,55.8606182
243,-100.9213003,32.2898049
244,9.7130354,46.9274527
245,-95.8243956,29.7857853
246,132.6720704,-23.8917135
247,-88.5631125,40.8682487
248,132.6720704,-23.8917135
249,-67.1391124,18.2011161
250,-122.271356,37.8044557
251,-0.12765,51.5073359
252,-122.330062,47.6038321
253,-79.9900861,40.4416941
254,-122.3330573,37.496904
255,-94.8222082,41.9063152
256,132.6720704,-23.8917135
257,-118.396466,34.0211224
258,-2.6992717,53.7593363
259,-76.9014457,34.8785
260,-2.5972985,51.4538022
261,4.6314176,52.4193488
262,-0.12765,51.5073359
263,5.12768396945229,52.080985600000005
264,-1.9026911,52.4796992
265,-0.12765,51.5073359
266,-94.7856262,30.0856736
267,-118.0401497,34.1362075
268,-0.12765,51.5073359
269,10.1699392,43.9595891
270,132.6720704,-23.8917135
271,-74.1182492,42.0410578
272,9.1896346,45.4641943
273,-1.7779777,53.8321814
274,-75.1635262,39.9527237
275,-1.4702278,53.3806626
276,122.8461484,-1.4176277
277,-118.0107092,33.9060971
278,-97.6788056,30.5085915
279,3.3102105,46.5881392
280,-0.9696512,51.456659
281,-1.4827755,53.5527719
282,-117.9294165,33.8708215
283,-122.330062,47.6038321
284,-75.2099866,40.6916081
285,-97.7436995,30.2711286
286,-4.2497933,55.8606182
287,-71.8018877,42.2625621
288,12.441729142466054,55.60919
289,6.176117,48.6470005
290,-0.12765,51.5073359
291,-74.1496048,40.5834557
292,-104.61731,50.44876
293,-94.1574328,36.0625843
294,-0.6155111,54.4874141
295,-97.4792142,37.2435967
296,-2.160243,53.407901
297,-88.2942493,42.1655801
298,132.6720704,-23.8917135
299,-74.4273743,40.6301025
300,-3.9480672,56.1550362
301,-1.4827755,53.5527719
302,-80.3471856,40.9999202
303,-97.4890879,25.9140277
304,17.8716341,59.3659643
305,-84.6824346,43.6211955
306,2.3200410217200766,48.8588897
307,-87.6244212,41.8755616
308,2.3200410217200766,48.8588897
309,-119.70886126075588,36.7295295
310,-2.5972985,51.4538022
311,-2.5972985,51.4538022
312,9.188518,41.241377
313,-53.9209544,47.8595825
314,9.7385532,52.3744779
315,-0.12765,51.5073359
316,-80.19362,25.7741728
317,-0.12765,51.5073359
318,10.3223475,49.0692306
319,11.3426327,44.4938203
320,-0.12765,51.5073359
321,-2.9416726,56.4397014
322,-1.9026911,52.4796992
323,-2.4371229,50.7132064
324,-2.99168,53.4071991
325,2.3200410217200766,48.8588897
326,-3.052050335411309,51.701480000000004
327,-122.080796,37.6688205
328,-122.330062,47.6038321
329,-97.7436995,30.2711286
330,2.0750677,41.3815832
331,2.2695658,48.884683
332,-0.12765,51.5073359
333,-0.12765,51.5073359
334,-0.12765,51.5073359
335,-4.4239646,55.8455828
336,-0.12765,51.5073359
337,26.238017461011644,39.957373950000004
338,132.6720704,-23.8917135
339,-1.1335312,53.5227681
340,-74.0060152,40.7127281
341,-0.12765,51.5073359
342,-74.0072568,40.8860164
343,132.6720704,-23.8917135
344,-3.1883749,55.9533456
345,-2.2451148,53.4794892
346,-88.3147539,41.7571701
347,-4.4644227,50.4546303
348,-1.9026911,52.4796992
349,-0.12765,51.5073359
350,-1.4817414,53.0229029
351,-0.12765,51.5073359
352,-122.330062,47.6038321
353,-87.7838526,39.3260541
354,-0.12765,51.5073359
355,-0.12765,51.5073359
356,-0.2706506,51.6604863
357,23.5899542,46.769379
358,-71.0994968,42.3875968
359,34.8105616,31.8952532
360,-0.5209341,51.8861316
361,8.3376446,47.3539569
362,-98.4951405,29.4246002
363,-76.55086176363942,39.3868522
364,-72.9250518,41.3082138
365,-0.12765,51.5073359
366,-81.9468057,41.3131066
367,-0.12765,51.5073359
368,13.3888599,52.5170365
369,2.1774322,41.3828939
370,2.3200410217200766,48.8588897
371,8.4381568,49.4704113
372,-0.12765,51.5073359
373,16.3725042,48.2083537
374,4.47775,51.9244424
375,11.0480288,46.3144754
376,-118.242766,34.0536909
377,11.0480288,46.3144754
378,7.5530059,50.9478489
379,-80.223937,26.0031465
380,-2.6643692724271397,53.1524361
381,-0.9193133303186356,54.26209695
382,2.0413673,41.3459033
383,12.4829321,41.8933203
384,-91.4984941,44.811349
385,-117.8704931,33.7500378
386,11.0480288,46.3144754
387,-0.12765,51.5073359
388,-0.12765,51.5073359
389,-121.27661,37.8227046
390,-118.111975,34.0159398
391,4.8298607,52.4424926
392,-0.12765,51.5073359
393,-1.5437941,53.7974185
394,11.0480288,46.3144754
395,-73.9497211,40.6526006
396,-0.12765,51.5073359
397,11.0480288,46.3144754
398,-88.8196613,40.4631789
399,-117.2911565,34.5361067
400,-87.6244212,41.8755616
401,-0.12765,51.5073359
402,11.0480288,46.3144754
403,-89.7748098,44.8914036
404,-74.0566735,40.7899291
405,-119.456507,35.1424671
406,-87.8232695,41.811108
407,-93.0931028,44.9497487
408,-0.12765,51.5073359
409,10.000654,53.550341
410,121.5078001,25.0452747
411,-0.12765,51.5073359
412,-0.12765,51.5073359
413,-3.1791934,51.4816546
414,-74.0844894,41.7464972
415,-0.12765,51.5073359
416,-2.2451148,53.4794892
417,11.0480288,46.3144754
418,-3.7035825,40.4167047
419,-1.404189,50.9025349
420,-118.242766,34.0536909
421,-1.3129164,54.564094
422,14.3669683,50.0499638
423,11.0480288,46.3144754
424,-80.8430827,35.2272086
425,-116.0833144,34.8253019
426,2.2543577,48.922788
427,-1.2578499,51.7520131
428,-1.2578499,51.7520131
429,-8.7253665,41.2965412
430,11.0480288,46.3144754
431,17.9748815,59.2293827
432,12.4829321,41.8933203
433,-90.6747372,38.7877791
434,11.0480288,46.3144754
435,132.6720704,-23.8917135
436,21.0067249,52.2319581
437,21.0067249,52.2319581
438,-79.9900861,40.4416941
439,-72.49146346799421,43.48693285
440,-122.4168664,37.6535403
441,14.4242769,50.0687528
442,-2.4300367,53.5782863
443,-0.12765,51.5073359
444,-89.5384209,38.5536601
445,-58.1624465,6.8137426
446,-1.5541362,47.2186371
447,-0.12765,51.5073359
448,14.4212535,50.0874654
449,11.0480288,46.3144754
450,-0.0620807,51.5186227
451,-1.1252759,51.5983102
452,-81.5856742,28.5656649
453,-0.12765,51.5073359
454,-111.9260184,33.4942189
455,11.0480288,46.3144754
456,-1.4852861,51.7838848
457,-117.3961623,33.9533546
458,-0.12765,51.5073359
459,-0.12765,51.5073359
460,11.0480288,46.3144754
461,5.0414701,47.3215806
462,-121.890591,37.3361663
463,-122.391155,45.5317928
464,-6.2602964,53.3498006
465,-74.047455,40.7215682
466,-90.1910154,38.6280278
467,-73.9497211,40.6526006
468,-118.242766,34.0536909
469,-8.2955712,41.4417677
470,26.1027202,44.4361414
471,-118.242766,34.0536909
472,-0.12765,51.5073359
473,-77.0470229,38.8051095
474,-97.1943701,32.991226
475,-75.6114584,38.6413452
476,-74.0060152,40.7127281
477,-121.890591,37.3361663
478,-118.242766,34.0536909
479,-4.284672059805674,50.85134145000001
480,9.666531257696896,44.8476352
481,13.3888599,52.5170365
482,-118.242766,34.0536909
483,150.8788889,-33.7344444
484,-80.1667247,40.5184013
485,-86.5342881,39.1670396
486,-77.0849245,38.9813699
487,-89.4208221,36.0543272
488,-119.8126581,39.5261206
489,12.7764128,52.4041498
490,-81.3510264,28.5977707
491,-73.8587461,41.0762077
492,132.6720704,-23.8917135
493,-1.4663202,52.4792826
494,11.0480288,46.3144754
495,-122.670649,45.4206749
496,11.0480288,46.3144754
497,-81.8045788,41.3983838
498,11.0480288,46.3144754
499,-0.2798815,51.652819
500,-96.8236116,33.1506744
501,-0.12765,51.5073359
502,11.0480288,46.3144754
503,-0.3216623,51.4863958
504,-2.3525463,53.3839662
505,132.6720704,-23.8917135
506,-2.1571168563645413,50.8652479
507,-79.7599366,43.685832
508,11.0480288,46.3144754
509,-2.2359775,52.5519099
510,-0.2258741,51.7634675
511,-0.12765,51.5073359
512,13.3888599,52.5170365
513,9.1896346,45.4641943
514,18.0710935,59.3251172
515,-76.5719675597392,39.08261925
516,6.366144,49.1672142
517,-71.3137707,41.4899827
518,10.000654,53.550341
519,10.000654,53.550341
520,-97.5959641,29.8298971
521,0.7210361813401444,51.20707485
522,-69.298325,44.53078
523,-81.0951271,32.0564572
524,-94.1244271,45.2627428
525,-120.8465941,37.4946568
526,-94.1244271,45.2627428
527,-84.1149965,43.1847597
528,11.0480288,46.3144754
529,-121.890591,37.3361663
530,11.0480288,46.3144754
531,1.9548856,41.7986735
532,-87.7825242,42.7260523
533,-117.1627728,32.7174202
534,-86.0262043,44.3308044
535,-118.656478,34.4194407
536,-122.419906,37.7790262
537,-75.3851333563417,40.09476245
538,12.786743335385712,45.98116055
539,-82.458444,27.9477595
540,-121.890591,37.3361663
541,-0.12765,51.5073359
542,-83.2782101,33.9670589
543,-82.75690699742961,28.0856815
544,-118.0401497,34.1362075
545,23.7283052,37.9839412
546,11.0480288,46.3144754
547,11.0480288,46.3144754
548,-83.4832262,42.4310806
549,-74.0060152,40.7127281
550,-119.0194639,35.3738712
551,-74.0060152,40.7127281
552,-83.4327289,41.8961203
553,4.7928688,36.5579528
554,0.6859213,51.5428858
555,-86.7072102,33.5381601
556,-122.330062,47.6038321
557,-157.855676,21.304547
558,-84.5496148,33.9528472
559,1.3199383,52.0941323
560,-84.0043513,34.1206564
561,13.539593040686007,42.8834204
562,-0.12765,51.5073359
563,0.4730532,51.7345329
564,-0.12765,51.5073359
565,-79.3839347,43.6534817
566,-71.537476,43.207178
567,0.0711669,51.5582734
568,-106.650985,35.0841034
569,-119.8126581,39.5261206
570,-118.242766,34.0536909
571,-74.0060152,40.7127281
572,8.9168852,52.2881045
573,11.0480288,46.3144754
574,-78.9018053,35.996653
575,-0.12765,51.5073359
576,10.000654,53.550341
577,4.8924534,52.3730796
578,-2.2891921,53.4877463
579,4.351697,50.8465573
580,-78.33936,35.5085531
581,132.6720704,-23.8917135
582,4.8924534,52.3730796
583,132.6720704,-23.8917135
584,2.8006665,49.4079884
585,4.565174345040151,51.38525
586,-121.890591,37.3361663
587,11.0480288,46.3144754
588,-63.5859487,44.648618
589,-75.6901106,45.4208777
590,-0.12765,51.5073359
591,-4.2112226,50.4086702
592,-95.9927516,36.1563122
593,11.0480288,46.3144754
594,-0.12765,51.5073359
595,-74.0323752,40.7433066
596,-96.444779,45.304687
597,-87.4680698,35.4537826
598,-118.242766,34.0536909
599,-122.674194,45.5202471
600,132.6720704,-23.8917135
601,-122.674194,45.5202471
602,-91.9326637,43.1433382
603,-2.0928095,57.1482429
604,-0.12765,51.5073359
605,-8.4654674,51.897077
606,-76.3056686,40.03813
607,-1.3242212,51.4020243
608,-87.6244212,41.8755616
609,-122.419906,37.7790262
610,-0.336659,53.3874028
611,151.1424708,-33.7450185
612,-0.4011868,54.2820009
613,-0.2589013,52.0882012
614,11.0480288,46.3144754
615,-93.8803548,41.3483477
616,-0.3033105,51.3937557
617,-1.8384526,53.8479533
618,-82.1781904,41.4673238
619,13.3888599,52.5170365
620,-111.9738429,41.2230048
621,-77.9639604,39.4562528
622,-122.905299,46.1421249
623,-77.46964646557657,39.030019100000004
624,-78.8783922,42.8867166
625,-77.23774287734113,39.09851825
626,-95.8243956,29.7857853
627,-73.1212214,41.8006523
628,-0.0810175,51.6520851
629,-116.2958789,33.677474
630,-112.074141,33.4484367
631,-74.3984834,40.391774
632,-0.12765,51.5073359
633,-87.6244212,41.8755616
634,11.0480288,46.3144754
635,-8.7489782,53.3013745
636,-77.1516844,39.0817985
637,7.2363159,47.0205806
638,0.7128137,51.5388241
639,-81.3031098,29.0283213
640,-94.3982158,32.5233959
641,-0.12765,51.5073359
642,-122.419906,37.7790262
643,-95.1658845,44.019068
644,-110.159316,34.9037063
645,-117.9294165,33.8708215
646,-79.5268023,43.7941544
647,-75.546589,39.7459468
648,11.0480288,46.3144754
649,-2.2451148,53.4794892
650,11.0480288,46.3144754
651,132.6720704,-23.8917135
652,-96.6388833,32.912624
653,11.0480288,46.3144754
654,-75.6059638,39.9597213
655,-1.1331969,52.6362
656,-118.7906709,55.2623283
657,-93.2647595,42.5207924
658,-0.12765,51.5073359
659,11.0480288,46.3144754
660,7.6582649,47.4354627
661,-1.1331969,52.6362
662,-1.1331969,52.6362
663,-87.6244212,41.8755616
664,-118.6058382,34.1684364
665,-75.4013315,38.6920451
666,-122.330062,47.6038321
667,11.0480288,46.3144754
668,11.0480288,46.3144754
669,-0.12765,51.5073359
670,-116.200886,43.6166163
671,-0.12765,51.5073359
672,11.0480288,46.3144754
673,1.3134228,51.1251275
674,5.017307939950269,51.687337150000005
675,-73.9497211,40.6526006
676,-92.3328743,42.498275
677,-83.6900211,43.0161693
678,6.1466014,46.2017559
679,0.1186637,52.2055314
680,-78.0281185,40.3446332
681,-81.4639835,27.7567667
682,-0.4011868,54.2820009
683,13.3888599,52.5170365
684,4.430583785863899,51.3324502
685,-122.60612241304348,38.270022
686,-0.5940682,51.5111014
687,-4.225739,57.4790124
688,-85.6678639,42.9632405
689,-122.271356,37.8044557
690,-61.1645076,-30.3154739
691,-0.12765,51.5073359
692,11.0480288,46.3144754
693,11.0480288,46.3144754
694,-0.1801094,51.1103444
695,11.0480288,46.3144754
696,-122.080796,37.6688205
697,-1.404189,50.9025349
698,11.0480288,46.3144754
699,8.5410422,47.3744489
700,-80.19362,25.7741728
701,-73.9497211,40.6526006
702,-118.3963062,34.0696501
703,-94.3982158,32.5233959
704,-117.911732,33.8347516
705,-1.5815742,52.2814519
706,-2.127567,52.5847651
707,-0.1682816,51.2404691
708,-0.12765,51.5073359
709,-88.9337226,44.3213695
710,13.3888599,52.5170365
711,-1.5815742,52.2814519
712,-122.49502681973634,48.1625483
713,12.3747329,51.3406321
714,-0.7460981,51.3392845
715,-122.330062,47.6038321
716,-85.3094883,35.0457219
717,11.0480288,46.3144754
718,-84.1916069,39.7589478
719,-122.080796,37.6688205
720,10.5300682,63.4274552
721,9.742361,45.378874
722,-0.7266695692941993,51.960602449999996
723,-98.4951405,29.4246002
724,-117.7926096,33.7085883
725,-0.12765,51.5073359
726,-122.419906,37.7790262
727,14.549452,52.3412273
728,-3.1883749,55.9533456
729,-10.797788,6.328034
730,5.220809082300834,51.0502026
731,-73.4981792,41.2814842
732,-122.433243,37.6261715
733,-0.12765,51.5073359
734,11.0480288,46.3144754
735,-122.330062,47.6038321
736,-0.12765,51.5073359
737,-21.9422367,64.145981
738,13.3888599,52.5170365
739,11.0480288,46.3144754
740,10.000654,53.550341
741,18.61298210330077,54.3706858
742,11.0480288,46.3144754
743,-0.12765,51.5073359
744,-73.9497211,40.6526006
745,-0.12765,51.5073359
746,-0.12765,51.5073359
747,-0.3332792,53.586049
748,-0.4662704,51.503513
749,-0.12765,51.5073359
750,0.8722566,51.148555
751,-111.8411851,33.3062031
752,-122.5310874,37.9735346
753,-106.650985,35.0841034
754,0.5824703,50.8553888
755,-119.702667,34.4221319
756,11.0480288,46.3144754
757,-2.5972985,51.4538022
758,-1.6019294,54.9625789
759,-2.5322173487363937,50.90220945
760,-122.419906,37.7790262
761,-118.156586,34.002581
762,-2.4858997,52.9042088
763,-1.916667,51.25
764,-1.1496461,52.9534193
765,6.9292641,46.9895828
766,6.0811313,49.6571427
767,-121.493895,38.5810606
768,144.75201822544284,13.4727446
769,-2.127567,52.5847651
770,-0.12765,51.5073359
771,-2.2451148,53.4794892
772,-0.9500577579651388,51.9698856
773,-66.116666,18.465299
774,0.8994651,51.8896903
775,-90.5770967,41.5235808
776,132.6720704,-23.8917135
777,-122.419906,37.7790262
778,-118.2005236,34.1998302
779,-0.12765,51.5073359
780,-73.9497211,40.6526006
781,-122.419906,37.7790262
782,-118.242766,34.0536909
783,-0.1400561,50.8214626
784,8.518277904791713,50.1907415
785,1.0240626,51.3606286
786,-0.12765,51.5073359
787,13.3888599,52.5170365
788,-97.4890879,25.9140277
789,0.9186492,52.059731
790,-73.212906,44.4761601
791,-115.148516,36.1672559
792,-123.0950506,44.0505054
793,-115.148516,36.1672559
794,14.785357,41.8905148
795,-96.7297206,32.9481789
796,-96.7297206,32.9481789
797,7.6824892,45.0677551
798,-117.4515754,33.9798472
799,-2.1098377,50.6868972
800,-123.1096706,48.0849312
801,5.7318101,58.9699675
802,-0.0620807,51.5186227
803,138.6125064,-35.0374723
804,-118.030839,33.9708782
805,-0.12765,51.5073359
806,-86.1583502,39.7683331
807,132.6720704,-23.8917135
808,-0.12765,51.5073359
809,-0.12765,51.5073359
810,-82.6695085,27.7703796
811,132.6720704,-23.8917135
812,-65.0680746,44.942431
813,-73.9497211,40.6526006
814,-106.650985,35.0841034
815,-83.613055,42.2410562
816,-112.074141,33.4484367
817,-95.9528877,36.7421089
818,-72.6509061,41.5623178
819,11.0480288,46.3144754
820,-111.886797,40.7596198
821,-0.12765,51.5073359
822,132.6720704,-23.8917135
823,-122.419906,37.7790262
824,-1.8799272,50.720097
825,2.4448926,41.5398348
826,-2.6992717,53.7593363
827,11.0480288,46.3144754
828,-74.0060152,40.7127281
829,-72.6002068,42.5876342
830,-74.5492725,40.7064088
831,-7.3213056,54.9978678
832,1.4442469,43.6044622
833,11.0480288,46.3144754
834,-121.493895,38.5810606
835,-112.074141,33.4484367
836,-0.12765,51.5073359
837,-81.4190808,33.2641009
838,-9.223677009460125,38.7595162
839,-88.1361888,42.1539141
840,-1.9661616,51.7171029
841,-0.12765,51.5073359
842,-87.9431781,41.9538384
843,-90.3712169,40.9475652
844,-0.12765,51.5073359
845,18.6409305,48.7144086
846,-98.4951405,29.4246002
847,0.1822306,51.5746268
848,11.0480288,46.3144754
849,16.3725042,48.2083537
850,-0.0933556,51.3629173
851,-74.0060152,40.7127281
852,-2.097753,53.7137251
853,-118.242766,34.0536909
854,-93.0931028,44.9497487
855,-6.532050201271116,53.90628485
856,9.1896346,45.4641943
857,-74.047455,40.7215682
858,-116.4139839,34.1236205
859,-123.2077861,39.1501662
860,-105.013041,49.1344098
861,-76.54837235139263,42.437417499999995
862,-77.4759588,43.1301133
863,-83.8888648,43.5944677
864,-82.7715486,37.6656527
865,-95.8243956,29.7857853
866,-4.1796401,55.7601174
867,-0.333653,51.4277844
868,1.1526345,52.0579495
869,-84.4970393,38.0464066
870,-0.12765,51.5073359
871,11.0480288,46.3144754
872,-78.7812081,35.7882893
873,-71.0994968,42.3875968
874,-74.0060152,40.7127281
875,11.0480288,46.3144754
876,-0.4662704,51.503513
877,-77.93918,43.213671
878,-78.696567,43.1687104
879,-84.5124602,39.1014537
880,-0.12765,51.5073359
881,-97.7436995,30.2711286
882,0.7210361813401444,51.20707485
883,-1.4454353,55.0422091
884,-0.4662704,51.503513
885,-0.4881708,38.3436365
886,11.0480288,46.3144754
887,11.0480288,46.3144754
888,-74.0060152,40.7127281
889,-6.424349898216628,53.2479888
890,-118.644097,34.1446643
891,-97.1071186,32.7355816
892,-89.6212271,42.2966861
893,-124.0159522,44.9617922
894,24.7728148,60.7390089
895,-0.5515588,47.4739884
896,-95.3676974,29.7589382
897,-73.9497211,40.6526006
898,-81.2353683,28.7225829
899,-121.493895,38.5810606
900,-73.9497211,40.6526006
901,-73.9497211,40.6526006
902,-79.8030873,35.8179143
903,-8.7598689,41.3794188
904,-77.0365427,38.8950368
905,11.0480288,46.3144754
906,-93.0931028,44.9497487
907,-118.242766,34.0536909
908,-74.2107006,40.6639916
909,-88.852287,38.0886603
910,-108.6546946,49.9172707
911,-73.9497211,40.6526006
912,-119.9036592,37.570148
913,-117.1627728,32.7174202
914,2.3200410217200766,48.8588897
915,11.0480288,46.3144754
916,-118.242766,34.0536909
917,2.3200410217200766,48.8588897
918,8.9520281,46.0050102
919,-74.047455,40.7215682
920,-0.1745744,50.8286917
921,18.0013693,59.361367
922,-0.12765,51.5073359
923,-71.8272911,41.3775996
924,28.9662187,41.0091982
925,10.000654,53.550341
926,-71.1061639,42.4184296
927,15.4382786,47.0708678
928,-93.21772,44.7319094
929,-122.419906,37.7790262
930,-79.9900861,40.4416941
931,-79.1422464,37.4137536
932,-122.271356,37.8044557
933,-117.8259819,33.6856969
934,-80.19362,25.7741728
935,-0.0810175,51.6520851
936,-0.12765,51.5073359
937,-122.3437497,47.7564667
938,-1.7822482,53.6466645
939,-112.074141,33.4484367
940,16.3725042,48.2083537
941,-96.6154471,33.1976496
942,6.959974,50.938361
943,-73.9497211,40.6526006
944,11.0480288,46.3144754
945,-2.5822348,49.4566233
946,-73.5387341,41.0534302
947,13.3888599,52.5170365
948,10.000654,53.550341
949,-0.12765,51.5073359
950,11.0480288,46.3144754
951,-74.0060152,40.7127281
952,-97.7436995,30.2711286
953,11.0480288,46.3144754
954,13.3888599,52.5170365
955,-86.1189257,39.9788017
956,-1.6051427921461232,50.82256275
957,-73.8283132,40.7135078
958,12.441729142466054,55.60919
959,-122.271356,37.8044557
960,-122.330062,47.6038321
