Date,Net Audience Growth,Net Audience Growth_lag1,Net Audience Growth_lag2,Net Audience Growth_lag3,Website Traffic,Website Traffic_lag1,Website Traffic_lag2,Website Traffic_lag3,dayofweek,dayofweek_lag1,dayofweek_lag2,dayofweek_lag3,quarter,quarter_lag1,quarter_lag2,quarter_lag3,month,month_lag1,month_lag2,month_lag3,dayofmonth,dayofmonth_lag1,dayofmonth_lag2,dayofmonth_lag3,weekofyear,weekofyear_lag1,weekofyear_lag2,weekofyear_lag3
2023-01-16,49,71.0,8.0,44.0,1971,1083.0,1512.0,1713.0,0,5.0,3.0,1.0,1,4.0,4.0,4.0,1,12.0,11.0,10.0,16,17.0,17.0,18.0,3,50.0,46.0,42.0
2023-01-17,72,5.0,23.0,30.0,1740,906.0,1593.0,1404.0,1,6.0,4.0,2.0,1,4.0,4.0,4.0,1,12.0,11.0,10.0,17,18.0,18.0,19.0,3,50.0,46.0,42.0
2023-01-18,38,6.0,16.0,20.0,1410,1098.0,1215.0,1350.0,2,0.0,5.0,3.0,1,4.0,4.0,4.0,1,12.0,11.0,10.0,18,19.0,19.0,20.0,3,51.0,46.0,42.0
2023-01-19,44,39.0,17.0,40.0,1521,1230.0,1440.0,1242.0,3,1.0,6.0,4.0,1,4.0,4.0,4.0,1,12.0,11.0,10.0,19,20.0,20.0,21.0,3,51.0,46.0,42.0
2023-01-20,30,30.0,0.0,28.0,1224,1287.0,1551.0,1311.0,4,2.0,0.0,5.0,1,4.0,4.0,4.0,1,12.0,11.0,10.0,20,21.0,21.0,22.0,3,51.0,47.0,42.0
2023-01-21,20,37.0,20.0,27.0,1173,1512.0,1617.0,1269.0,5,3.0,1.0,6.0,1,4.0,4.0,4.0,1,12.0,11.0,10.0,21,22.0,22.0,23.0,3,51.0,47.0,42.0
2023-01-22,39,26.0,15.0,67.0,1518,1263.0,1518.0,2094.0,6,4.0,2.0,0.0,1,4.0,4.0,4.0,1,12.0,11.0,10.0,22,23.0,23.0,24.0,3,51.0,47.0,43.0
2023-01-23,26,18.0,12.0,60.0,1209,915.0,1650.0,2358.0,0,5.0,3.0,1.0,1,4.0,4.0,4.0,1,12.0,11.0,10.0,23,24.0,24.0,25.0,4,51.0,47.0,43.0
2023-01-24,16,14.0,8.0,36.0,1365,903.0,1602.0,1773.0,1,6.0,4.0,2.0,1,4.0,4.0,4.0,1,12.0,11.0,10.0,24,25.0,25.0,26.0,4,51.0,47.0,43.0
2023-01-25,22,14.0,-1.0,37.0,1047,900.0,1380.0,1434.0,2,0.0,5.0,3.0,1,4.0,4.0,4.0,1,12.0,11.0,10.0,25,26.0,26.0,27.0,4,52.0,47.0,43.0
2023-01-26,13,11.0,4.0,5.0,1275,1053.0,1542.0,1257.0,3,1.0,6.0,4.0,1,4.0,4.0,4.0,1,12.0,11.0,10.0,26,27.0,27.0,28.0,4,52.0,47.0,43.0
2023-01-27,5,15.0,4.0,54.0,1089,999.0,1413.0,1149.0,4,2.0,0.0,5.0,1,4.0,4.0,4.0,1,12.0,11.0,10.0,27,28.0,28.0,29.0,4,52.0,48.0,43.0
2023-01-28,9,24.0,12.0,33.0,819,1218.0,1491.0,1194.0,5,3.0,1.0,6.0,1,4.0,4.0,4.0,1,12.0,11.0,10.0,28,29.0,29.0,30.0,4,52.0,48.0,43.0
2023-01-29,6,59.0,16.0,15.0,870,1119.0,1527.0,1071.0,6,4.0,2.0,0.0,1,4.0,4.0,4.0,1,12.0,11.0,10.0,29,30.0,30.0,31.0,4,52.0,48.0,44.0
2023-01-30,16,103.0,12.0,6.0,981,2895.0,1494.0,1068.0,0,5.0,3.0,1.0,1,4.0,4.0,4.0,1,12.0,12.0,11.0,30,31.0,1.0,1.0,5,52.0,48.0,44.0
2023-01-31,14,30.0,8.0,28.0,1002,1332.0,1929.0,1242.0,1,6.0,4.0,2.0,1,1.0,4.0,4.0,1,1.0,12.0,11.0,31,1.0,2.0,2.0,5,52.0,48.0,44.0
2023-02-01,12,58.0,3.0,2.0,1023,1704.0,1764.0,1218.0,2,0.0,5.0,3.0,1,1.0,4.0,4.0,2,1.0,12.0,11.0,1,2.0,3.0,3.0,5,1.0,48.0,44.0
2023-02-02,1,42.0,21.0,14.0,870,1422.0,1593.0,1071.0,3,1.0,6.0,4.0,1,1.0,4.0,4.0,2,1.0,12.0,11.0,2,3.0,4.0,4.0,5,1.0,48.0,44.0
2023-02-03,27,43.0,7.0,16.0,921,1368.0,2151.0,1794.0,4,2.0,0.0,5.0,1,1.0,4.0,4.0,2,1.0,12.0,11.0,3,4.0,5.0,5.0,5,1.0,49.0,44.0
2023-02-04,23,36.0,8.0,8.0,2316,1653.0,1869.0,1989.0,5,3.0,1.0,6.0,1,1.0,4.0,4.0,2,1.0,12.0,11.0,4,5.0,6.0,6.0,5,1.0,49.0,44.0
2023-02-05,22,42.0,9.0,-1.0,1647,1299.0,2070.0,1671.0,6,4.0,2.0,0.0,1,1.0,4.0,4.0,2,1.0,12.0,11.0,5,6.0,7.0,7.0,5,1.0,49.0,45.0
2023-02-06,5,43.0,50.0,17.0,1440,1239.0,1557.0,1272.0,0,5.0,3.0,1.0,1,1.0,4.0,4.0,2,1.0,12.0,11.0,6,7.0,8.0,8.0,6,1.0,49.0,45.0
2023-02-07,16,26.0,28.0,44.0,1299,2256.0,1374.0,1284.0,1,6.0,4.0,2.0,1,1.0,4.0,4.0,2,1.0,12.0,11.0,7,8.0,9.0,9.0,6,1.0,49.0,45.0
2023-02-08,19,27.0,23.0,10.0,1215,1485.0,1398.0,1104.0,2,0.0,5.0,3.0,1,1.0,4.0,4.0,2,1.0,12.0,11.0,8,9.0,10.0,10.0,6,2.0,49.0,45.0
2023-02-09,27,43.0,22.0,41.0,1221,1716.0,1623.0,1245.0,3,1.0,6.0,4.0,1,1.0,4.0,4.0,2,1.0,12.0,11.0,9,10.0,11.0,11.0,6,2.0,49.0,45.0
2023-02-10,31,33.0,37.0,14.0,1119,1764.0,1506.0,1167.0,4,2.0,0.0,5.0,1,1.0,4.0,4.0,2,1.0,12.0,11.0,10,11.0,12.0,12.0,6,2.0,50.0,45.0
2023-02-11,35,36.0,31.0,15.0,1086,2013.0,1716.0,1401.0,5,3.0,1.0,6.0,1,1.0,4.0,4.0,2,1.0,12.0,11.0,11,12.0,13.0,13.0,6,2.0,50.0,45.0
2023-02-12,28,36.0,17.0,25.0,1131,2061.0,1383.0,1593.0,6,4.0,2.0,0.0,1,1.0,4.0,4.0,2,1.0,12.0,11.0,12,13.0,14.0,14.0,6,2.0,50.0,46.0
2023-02-13,23,34.0,9.0,17.0,1113,1734.0,1353.0,1470.0,0,5.0,3.0,1.0,1,1.0,4.0,4.0,2,1.0,12.0,11.0,13,14.0,15.0,15.0,7,2.0,50.0,46.0
2023-02-14,14,34.0,12.0,12.0,1113,2199.0,1236.0,1596.0,1,6.0,4.0,2.0,1,1.0,4.0,4.0,2,1.0,12.0,11.0,14,15.0,16.0,16.0,7,2.0,50.0,46.0
2023-02-15,9,49.0,71.0,8.0,936,1971.0,1083.0,1512.0,2,0.0,5.0,3.0,1,1.0,4.0,4.0,2,1.0,12.0,11.0,15,16.0,17.0,17.0,7,3.0,50.0,46.0
2023-02-16,20,72.0,5.0,23.0,969,1740.0,906.0,1593.0,3,1.0,6.0,4.0,1,1.0,4.0,4.0,2,1.0,12.0,11.0,16,17.0,18.0,18.0,7,3.0,50.0,46.0
2023-02-17,11,38.0,6.0,16.0,1140,1410.0,1098.0,1215.0,4,2.0,0.0,5.0,1,1.0,4.0,4.0,2,1.0,12.0,11.0,17,18.0,19.0,19.0,7,3.0,51.0,46.0
2023-02-18,14,44.0,39.0,17.0,1299,1521.0,1230.0,1440.0,5,3.0,1.0,6.0,1,1.0,4.0,4.0,2,1.0,12.0,11.0,18,19.0,20.0,20.0,7,3.0,51.0,46.0
2023-02-19,26,30.0,30.0,0.0,1569,1224.0,1287.0,1551.0,6,4.0,2.0,0.0,1,1.0,4.0,4.0,2,1.0,12.0,11.0,19,20.0,21.0,21.0,7,3.0,51.0,47.0
2023-02-20,45,20.0,37.0,20.0,1905,1173.0,1512.0,1617.0,0,5.0,3.0,1.0,1,1.0,4.0,4.0,2,1.0,12.0,11.0,20,21.0,22.0,22.0,8,3.0,51.0,47.0
2023-02-21,22,39.0,26.0,15.0,1947,1518.0,1263.0,1518.0,1,6.0,4.0,2.0,1,1.0,4.0,4.0,2,1.0,12.0,11.0,21,22.0,23.0,23.0,8,3.0,51.0,47.0
2023-02-22,36,26.0,18.0,12.0,2130,1209.0,915.0,1650.0,2,0.0,5.0,3.0,1,1.0,4.0,4.0,2,1.0,12.0,11.0,22,23.0,24.0,24.0,8,4.0,51.0,47.0
2023-02-23,33,16.0,14.0,8.0,2184,1365.0,903.0,1602.0,3,1.0,6.0,4.0,1,1.0,4.0,4.0,2,1.0,12.0,11.0,23,24.0,25.0,25.0,8,4.0,51.0,47.0
2023-02-24,42,22.0,14.0,-1.0,2232,1047.0,900.0,1380.0,4,2.0,0.0,5.0,1,1.0,4.0,4.0,2,1.0,12.0,11.0,24,25.0,26.0,26.0,8,4.0,52.0,47.0
2023-02-25,41,13.0,11.0,4.0,2178,1275.0,1053.0,1542.0,5,3.0,1.0,6.0,1,1.0,4.0,4.0,2,1.0,12.0,11.0,25,26.0,27.0,27.0,8,4.0,52.0,47.0
2023-02-26,24,5.0,15.0,4.0,2244,1089.0,999.0,1413.0,6,4.0,2.0,0.0,1,1.0,4.0,4.0,2,1.0,12.0,11.0,26,27.0,28.0,28.0,8,4.0,52.0,48.0
2023-02-27,40,9.0,24.0,12.0,2706,819.0,1218.0,1491.0,0,5.0,3.0,1.0,1,1.0,4.0,4.0,2,1.0,12.0,11.0,27,28.0,29.0,29.0,9,4.0,52.0,48.0
2023-02-28,24,6.0,59.0,16.0,2355,870.0,1119.0,1527.0,1,6.0,4.0,2.0,1,1.0,4.0,4.0,2,1.0,12.0,11.0,28,29.0,30.0,30.0,9,4.0,52.0,48.0
2023-03-01,18,16.0,103.0,12.0,2130,981.0,2895.0,1494.0,2,0.0,5.0,3.0,1,1.0,4.0,4.0,3,1.0,12.0,12.0,1,30.0,31.0,1.0,9,5.0,52.0,48.0
2023-03-02,38,14.0,30.0,8.0,1875,1002.0,1332.0,1929.0,3,1.0,6.0,4.0,1,1.0,1.0,4.0,3,1.0,1.0,12.0,2,31.0,1.0,2.0,9,5.0,52.0,48.0
2023-03-03,21,12.0,58.0,3.0,1944,1023.0,1704.0,1764.0,4,2.0,0.0,5.0,1,1.0,1.0,4.0,3,2.0,1.0,12.0,3,1.0,2.0,3.0,9,5.0,1.0,48.0
2023-03-04,21,1.0,42.0,21.0,1422,870.0,1422.0,1593.0,5,3.0,1.0,6.0,1,1.0,1.0,4.0,3,2.0,1.0,12.0,4,2.0,3.0,4.0,9,5.0,1.0,48.0
2023-03-05,19,27.0,43.0,7.0,1503,921.0,1368.0,2151.0,6,4.0,2.0,0.0,1,1.0,1.0,4.0,3,2.0,1.0,12.0,5,3.0,4.0,5.0,9,5.0,1.0,49.0
2023-03-06,13,23.0,36.0,8.0,1329,2316.0,1653.0,1869.0,0,5.0,3.0,1.0,1,1.0,1.0,4.0,3,2.0,1.0,12.0,6,4.0,5.0,6.0,10,5.0,1.0,49.0
2023-03-07,35,22.0,42.0,9.0,1629,1647.0,1299.0,2070.0,1,6.0,4.0,2.0,1,1.0,1.0,4.0,3,2.0,1.0,12.0,7,5.0,6.0,7.0,10,5.0,1.0,49.0
2023-03-08,32,5.0,43.0,50.0,1581,1440.0,1239.0,1557.0,2,0.0,5.0,3.0,1,1.0,1.0,4.0,3,2.0,1.0,12.0,8,6.0,7.0,8.0,10,6.0,1.0,49.0
2023-03-09,34,16.0,26.0,28.0,1695,1299.0,2256.0,1374.0,3,1.0,6.0,4.0,1,1.0,1.0,4.0,3,2.0,1.0,12.0,9,7.0,8.0,9.0,10,6.0,1.0,49.0
2023-03-10,32,19.0,27.0,23.0,1458,1215.0,1485.0,1398.0,4,2.0,0.0,5.0,1,1.0,1.0,4.0,3,2.0,1.0,12.0,10,8.0,9.0,10.0,10,6.0,2.0,49.0
2023-03-11,31,27.0,43.0,22.0,1305,1221.0,1716.0,1623.0,5,3.0,1.0,6.0,1,1.0,1.0,4.0,3,2.0,1.0,12.0,11,9.0,10.0,11.0,10,6.0,2.0,49.0
